"gene1","module1"
"ENSMUSG00000031910","turquoise"
"ENSMUSG00000003849","turquoise"
"ENSMUSG00000031827","turquoise"
"ENSMUSG00000110631","turquoise"
"ENSMUSG00000006519","turquoise"
"ENSMUSG00000006517","turquoise"
"ENSMUSG00000015027","turquoise"
"ENSMUSG00000025279","turquoise"
"ENSMUSG00000045201","turquoise"
"ENSMUSG00000021775","turquoise"
"ENSMUSG00000095280","turquoise"
"ENSMUSG00000021806","turquoise"
"ENSMUSG00000021879","turquoise"
"ENSMUSG00000021994","turquoise"
"ENSMUSG00000021922","turquoise"
"ENSMUSG00000056234","turquoise"
"ENSMUSG00000041445","turquoise"
"ENSMUSG00000021803","turquoise"
"ENSMUSG00000050335","turquoise"
"ENSMUSG00000072572","turquoise"
"ENSMUSG00000000957","turquoise"
"ENSMUSG00000022180","turquoise"
"ENSMUSG00000002324","turquoise"
"ENSMUSG00000022218","turquoise"
"ENSMUSG00000022225","turquoise"
"ENSMUSG00000061068","turquoise"
"ENSMUSG00000040314","turquoise"
"ENSMUSG00000071347","turquoise"
"ENSMUSG00000043157","turquoise"
"ENSMUSG00000021939","turquoise"
"ENSMUSG00000059456","turquoise"
"ENSMUSG00000034205","turquoise"
"ENSMUSG00000022074","turquoise"
"ENSMUSG00000022094","turquoise"
"ENSMUSG00000021996","turquoise"
"ENSMUSG00000021998","turquoise"
"ENSMUSG00000022018","turquoise"
"ENSMUSG00000022123","turquoise"
"ENSMUSG00000025557","turquoise"
"ENSMUSG00000032925","turquoise"
"ENSMUSG00000049723","turquoise"
"ENSMUSG00000043613","turquoise"
"ENSMUSG00000005800","turquoise"
"ENSMUSG00000036912","turquoise"
"ENSMUSG00000049307","turquoise"
"ENSMUSG00000043885","turquoise"
"ENSMUSG00000001348","turquoise"
"ENSMUSG00000074472","turquoise"
"ENSMUSG00000036411","turquoise"
"ENSMUSG00000031990","turquoise"
"ENSMUSG00000031994","turquoise"
"ENSMUSG00000016087","turquoise"
"ENSMUSG00000032122","turquoise"
"ENSMUSG00000032024","turquoise"
"ENSMUSG00000032013","turquoise"
"ENSMUSG00000032010","turquoise"
"ENSMUSG00000066705","turquoise"
"ENSMUSG00000032068","turquoise"
"ENSMUSG00000032053","turquoise"
"ENSMUSG00000032911","turquoise"
"ENSMUSG00000040722","turquoise"
"ENSMUSG00000074280","turquoise"
"ENSMUSG00000038264","turquoise"
"ENSMUSG00000032323","turquoise"
"ENSMUSG00000032334","turquoise"
"ENSMUSG00000025232","turquoise"
"ENSMUSG00000050721","turquoise"
"ENSMUSG00000035284","turquoise"
"ENSMUSG00000032224","turquoise"
"ENSMUSG00000034858","turquoise"
"ENSMUSG00000034593","turquoise"
"ENSMUSG00000032350","turquoise"
"ENSMUSG00000046186","turquoise"
"ENSMUSG00000032420","turquoise"
"ENSMUSG00000032363","turquoise"
"ENSMUSG00000032372","turquoise"
"ENSMUSG00000046997","turquoise"
"ENSMUSG00000037953","turquoise"
"ENSMUSG00000032537","turquoise"
"ENSMUSG00000091345","turquoise"
"ENSMUSG00000032595","turquoise"
"ENSMUSG00000032492","turquoise"
"ENSMUSG00000032496","turquoise"
"ENSMUSG00000045594","turquoise"
"ENSMUSG00000032440","turquoise"
"ENSMUSG00000052336","turquoise"
"ENSMUSG00000036814","turquoise"
"ENSMUSG00000025804","turquoise"
"ENSMUSG00000049103","turquoise"
"ENSMUSG00000079227","turquoise"
"ENSMUSG00000034614","turquoise"
"ENSMUSG00000034394","turquoise"
"ENSMUSG00000020473","turquoise"
"ENSMUSG00000041046","turquoise"
"ENSMUSG00000020176","turquoise"
"ENSMUSG00000086584","turquoise"
"ENSMUSG00000020120","turquoise"
"ENSMUSG00000032740","turquoise"
"ENSMUSG00000020303","turquoise"
"ENSMUSG00000020300","turquoise"
"ENSMUSG00000040711","turquoise"
"ENSMUSG00000002699","turquoise"
"ENSMUSG00000020143","turquoise"
"ENSMUSG00000020326","turquoise"
"ENSMUSG00000057098","turquoise"
"ENSMUSG00000020340","turquoise"
"ENSMUSG00000020399","turquoise"
"ENSMUSG00000058163","turquoise"
"ENSMUSG00000040283","turquoise"
"ENSMUSG00000036545","turquoise"
"ENSMUSG00000020334","turquoise"
"ENSMUSG00000018339","turquoise"
"ENSMUSG00000000594","turquoise"
"ENSMUSG00000018593","turquoise"
"ENSMUSG00000049892","turquoise"
"ENSMUSG00000010142","turquoise"
"ENSMUSG00000042436","turquoise"
"ENSMUSG00000033066","turquoise"
"ENSMUSG00000020901","turquoise"
"ENSMUSG00000020893","turquoise"
"ENSMUSG00000045377","turquoise"
"ENSMUSG00000018774","turquoise"
"ENSMUSG00000040950","turquoise"
"ENSMUSG00000000318","turquoise"
"ENSMUSG00000000317","turquoise"
"ENSMUSG00000018920","turquoise"
"ENSMUSG00000070390","turquoise"
"ENSMUSG00000085148","turquoise"
"ENSMUSG00000038178","turquoise"
"ENSMUSG00000020846","turquoise"
"ENSMUSG00000017390","turquoise"
"ENSMUSG00000020826","turquoise"
"ENSMUSG00000091523","turquoise"
"ENSMUSG00000078771","turquoise"
"ENSMUSG00000035385","turquoise"
"ENSMUSG00000035373","turquoise"
"ENSMUSG00000009185","turquoise"
"ENSMUSG00000072620","turquoise"
"ENSMUSG00000020684","turquoise"
"ENSMUSG00000019122","turquoise"
"ENSMUSG00000018927","turquoise"
"ENSMUSG00000000982","turquoise"
"ENSMUSG00000069792","turquoise"
"ENSMUSG00000051748","turquoise"
"ENSMUSG00000003948","turquoise"
"ENSMUSG00000010080","turquoise"
"ENSMUSG00000001506","turquoise"
"ENSMUSG00000020875","turquoise"
"ENSMUSG00000017400","turquoise"
"ENSMUSG00000020889","turquoise"
"ENSMUSG00000001555","turquoise"
"ENSMUSG00000001751","turquoise"
"ENSMUSG00000044052","turquoise"
"ENSMUSG00000034947","turquoise"
"ENSMUSG00000001493","turquoise"
"ENSMUSG00000001494","turquoise"
"ENSMUSG00000017309","turquoise"
"ENSMUSG00000034708","turquoise"
"ENSMUSG00000020695","turquoise"
"ENSMUSG00000020604","turquoise"
"ENSMUSG00000041797","turquoise"
"ENSMUSG00000041654","turquoise"
"ENSMUSG00000034714","turquoise"
"ENSMUSG00000051043","turquoise"
"ENSMUSG00000034652","turquoise"
"ENSMUSG00000063193","turquoise"
"ENSMUSG00000044811","turquoise"
"ENSMUSG00000047798","turquoise"
"ENSMUSG00000020758","turquoise"
"ENSMUSG00000020773","turquoise"
"ENSMUSG00000034227","turquoise"
"ENSMUSG00000053113","turquoise"
"ENSMUSG00000033880","turquoise"
"ENSMUSG00000063130","turquoise"
"ENSMUSG00000033715","turquoise"
"ENSMUSG00000058258","turquoise"
"ENSMUSG00000021306","turquoise"
"ENSMUSG00000041324","turquoise"
"ENSMUSG00000021322","turquoise"
"ENSMUSG00000018102","turquoise"
"ENSMUSG00000036181","turquoise"
"ENSMUSG00000021356","turquoise"
"ENSMUSG00000045136","turquoise"
"ENSMUSG00000021423","turquoise"
"ENSMUSG00000015396","turquoise"
"ENSMUSG00000038132","turquoise"
"ENSMUSG00000021379","turquoise"
"ENSMUSG00000021388","turquoise"
"ENSMUSG00000021451","turquoise"
"ENSMUSG00000021453","turquoise"
"ENSMUSG00000021457","turquoise"
"ENSMUSG00000025877","turquoise"
"ENSMUSG00000034675","turquoise"
"ENSMUSG00000049625","turquoise"
"ENSMUSG00000055254","turquoise"
"ENSMUSG00000021477","turquoise"
"ENSMUSG00000060969","turquoise"
"ENSMUSG00000062382","turquoise"
"ENSMUSG00000005583","turquoise"
"ENSMUSG00000021613","turquoise"
"ENSMUSG00000021614","turquoise"
"ENSMUSG00000045034","turquoise"
"ENSMUSG00000045312","turquoise"
"ENSMUSG00000021665","turquoise"
"ENSMUSG00000052727","turquoise"
"ENSMUSG00000021624","turquoise"
"ENSMUSG00000034751","turquoise"
"ENSMUSG00000021730","turquoise"
"ENSMUSG00000021732","turquoise"
"ENSMUSG00000094114","turquoise"
"ENSMUSG00000093930","turquoise"
"ENSMUSG00000020658","turquoise"
"ENSMUSG00000045679","turquoise"
"ENSMUSG00000020651","turquoise"
"ENSMUSG00000004698","turquoise"
"ENSMUSG00000020581","turquoise"
"ENSMUSG00000002565","turquoise"
"ENSMUSG00000020598","turquoise"
"ENSMUSG00000044712","turquoise"
"ENSMUSG00000021242","turquoise"
"ENSMUSG00000002020","turquoise"
"ENSMUSG00000021256","turquoise"
"ENSMUSG00000007682","turquoise"
"ENSMUSG00000021003","turquoise"
"ENSMUSG00000021886","turquoise"
"ENSMUSG00000021186","turquoise"
"ENSMUSG00000021190","turquoise"
"ENSMUSG00000021198","turquoise"
"ENSMUSG00000079017","turquoise"
"ENSMUSG00000061947","turquoise"
"ENSMUSG00000021091","turquoise"
"ENSMUSG00000054150","turquoise"
"ENSMUSG00000021070","turquoise"
"ENSMUSG00000021281","turquoise"
"ENSMUSG00000001270","turquoise"
"ENSMUSG00000052160","turquoise"
"ENSMUSG00000072812","turquoise"
"ENSMUSG00000002799","turquoise"
"ENSMUSG00000006360","turquoise"
"ENSMUSG00000095079","turquoise"
"ENSMUSG00000087642","turquoise"
"ENSMUSG00000076612","turquoise"
"ENSMUSG00000076613","turquoise"
"ENSMUSG00000076614","turquoise"
"ENSMUSG00000076615","turquoise"
"ENSMUSG00000076617","turquoise"
"ENSMUSG00000076618","turquoise"
"ENSMUSG00000076619","turquoise"
"ENSMUSG00000076620","turquoise"
"ENSMUSG00000076621","turquoise"
"ENSMUSG00000096464","turquoise"
"ENSMUSG00000095612","turquoise"
"ENSMUSG00000094164","turquoise"
"ENSMUSG00000094951","turquoise"
"ENSMUSG00000095866","turquoise"
"ENSMUSG00000095285","turquoise"
"ENSMUSG00000096498","turquoise"
"ENSMUSG00000095429","turquoise"
"ENSMUSG00000096670","turquoise"
"ENSMUSG00000095210","turquoise"
"ENSMUSG00000103033","turquoise"
"ENSMUSG00000076646","turquoise"
"ENSMUSG00000094134","turquoise"
"ENSMUSG00000095571","turquoise"
"ENSMUSG00000096638","turquoise"
"ENSMUSG00000076665","turquoise"
"ENSMUSG00000094509","turquoise"
"ENSMUSG00000076655","turquoise"
"ENSMUSG00000093838","turquoise"
"ENSMUSG00000095583","turquoise"
"ENSMUSG00000103271","turquoise"
"ENSMUSG00000103297","turquoise"
"ENSMUSG00000095642","turquoise"
"ENSMUSG00000096805","turquoise"
"ENSMUSG00000096459","turquoise"
"ENSMUSG00000076666","turquoise"
"ENSMUSG00000076672","turquoise"
"ENSMUSG00000094322","turquoise"
"ENSMUSG00000076674","turquoise"
"ENSMUSG00000076676","turquoise"
"ENSMUSG00000076677","turquoise"
"ENSMUSG00000076680","turquoise"
"ENSMUSG00000087582","turquoise"
"ENSMUSG00000095981","turquoise"
"ENSMUSG00000095442","turquoise"
"ENSMUSG00000096499","turquoise"
"ENSMUSG00000095700","turquoise"
"ENSMUSG00000095200","turquoise"
"ENSMUSG00000094694","turquoise"
"ENSMUSG00000102888","turquoise"
"ENSMUSG00000104422","turquoise"
"ENSMUSG00000076695","turquoise"
"ENSMUSG00000096410","turquoise"
"ENSMUSG00000102654","turquoise"
"ENSMUSG00000094561","turquoise"
"ENSMUSG00000094546","turquoise"
"ENSMUSG00000093955","turquoise"
"ENSMUSG00000095923","turquoise"
"ENSMUSG00000102364","turquoise"
"ENSMUSG00000095204","turquoise"
"ENSMUSG00000093894","turquoise"
"ENSMUSG00000094787","turquoise"
"ENSMUSG00000095589","turquoise"
"ENSMUSG00000104452","turquoise"
"ENSMUSG00000095889","turquoise"
"ENSMUSG00000102765","turquoise"
"ENSMUSG00000096767","turquoise"
"ENSMUSG00000096672","turquoise"
"ENSMUSG00000094088","turquoise"
"ENSMUSG00000095170","turquoise"
"ENSMUSG00000095519","turquoise"
"ENSMUSG00000095863","turquoise"
"ENSMUSG00000094502","turquoise"
"ENSMUSG00000076731","turquoise"
"ENSMUSG00000106601","turquoise"
"ENSMUSG00000096577","turquoise"
"ENSMUSG00000096074","turquoise"
"ENSMUSG00000106599","turquoise"
"ENSMUSG00000094124","turquoise"
"ENSMUSG00000096452","turquoise"
"ENSMUSG00000096326","turquoise"
"ENSMUSG00000094075","turquoise"
"ENSMUSG00000094689","turquoise"
"ENSMUSG00000095127","turquoise"
"ENSMUSG00000105757","turquoise"
"ENSMUSG00000096150","turquoise"
"ENSMUSG00000022181","turquoise"
"ENSMUSG00000079105","turquoise"
"ENSMUSG00000039942","turquoise"
"ENSMUSG00000022150","turquoise"
"ENSMUSG00000003882","turquoise"
"ENSMUSG00000045763","turquoise"
"ENSMUSG00000022265","turquoise"
"ENSMUSG00000022262","turquoise"
"ENSMUSG00000039168","turquoise"
"ENSMUSG00000022231","turquoise"
"ENSMUSG00000022297","turquoise"
"ENSMUSG00000054196","turquoise"
"ENSMUSG00000022305","turquoise"
"ENSMUSG00000037362","turquoise"
"ENSMUSG00000022371","turquoise"
"ENSMUSG00000022358","turquoise"
"ENSMUSG00000022351","turquoise"
"ENSMUSG00000022372","turquoise"
"ENSMUSG00000005124","turquoise"
"ENSMUSG00000005125","turquoise"
"ENSMUSG00000022587","turquoise"
"ENSMUSG00000016552","turquoise"
"ENSMUSG00000071715","turquoise"
"ENSMUSG00000071714","turquoise"
"ENSMUSG00000071713","turquoise"
"ENSMUSG00000033287","turquoise"
"ENSMUSG00000022440","turquoise"
"ENSMUSG00000033220","turquoise"
"ENSMUSG00000018008","turquoise"
"ENSMUSG00000068220","turquoise"
"ENSMUSG00000042622","turquoise"
"ENSMUSG00000022415","turquoise"
"ENSMUSG00000022389","turquoise"
"ENSMUSG00000022435","turquoise"
"ENSMUSG00000022382","turquoise"
"ENSMUSG00000022385","turquoise"
"ENSMUSG00000035891","turquoise"
"ENSMUSG00000029875","turquoise"
"ENSMUSG00000037280","turquoise"
"ENSMUSG00000046834","turquoise"
"ENSMUSG00000022488","turquoise"
"ENSMUSG00000022500","turquoise"
"ENSMUSG00000071637","turquoise"
"ENSMUSG00000105906","turquoise"
"ENSMUSG00000105547","turquoise"
"ENSMUSG00000076934","turquoise"
"ENSMUSG00000076937","turquoise"
"ENSMUSG00000076939","turquoise"
"ENSMUSG00000076940","turquoise"
"ENSMUSG00000043008","turquoise"
"ENSMUSG00000013089","turquoise"
"ENSMUSG00000060459","turquoise"
"ENSMUSG00000022875","turquoise"
"ENSMUSG00000022887","turquoise"
"ENSMUSG00000079625","turquoise"
"ENSMUSG00000103847","turquoise"
"ENSMUSG00000079620","turquoise"
"ENSMUSG00000022840","turquoise"
"ENSMUSG00000022816","turquoise"
"ENSMUSG00000002847","turquoise"
"ENSMUSG00000052459","turquoise"
"ENSMUSG00000022667","turquoise"
"ENSMUSG00000062082","turquoise"
"ENSMUSG00000090176","turquoise"
"ENSMUSG00000022665","turquoise"
"ENSMUSG00000022661","turquoise"
"ENSMUSG00000022659","turquoise"
"ENSMUSG00000061100","turquoise"
"ENSMUSG00000043336","turquoise"
"ENSMUSG00000052504","turquoise"
"ENSMUSG00000052516","turquoise"
"ENSMUSG00000053062","turquoise"
"ENSMUSG00000022893","turquoise"
"ENSMUSG00000022951","turquoise"
"ENSMUSG00000074892","turquoise"
"ENSMUSG00000040605","turquoise"
"ENSMUSG00000000386","turquoise"
"ENSMUSG00000023830","turquoise"
"ENSMUSG00000023885","turquoise"
"ENSMUSG00000036820","turquoise"
"ENSMUSG00000024130","turquoise"
"ENSMUSG00000075705","turquoise"
"ENSMUSG00000024173","turquoise"
"ENSMUSG00000033825","turquoise"
"ENSMUSG00000033200","turquoise"
"ENSMUSG00000024112","turquoise"
"ENSMUSG00000040276","turquoise"
"ENSMUSG00000038677","turquoise"
"ENSMUSG00000023067","turquoise"
"ENSMUSG00000024030","turquoise"
"ENSMUSG00000024300","turquoise"
"ENSMUSG00000002289","turquoise"
"ENSMUSG00000060586","turquoise"
"ENSMUSG00000067341","turquoise"
"ENSMUSG00000073418","turquoise"
"ENSMUSG00000015451","turquoise"
"ENSMUSG00000024371","turquoise"
"ENSMUSG00000016283","turquoise"
"ENSMUSG00000023913","turquoise"
"ENSMUSG00000071068","turquoise"
"ENSMUSG00000043740","turquoise"
"ENSMUSG00000023992","turquoise"
"ENSMUSG00000039316","turquoise"
"ENSMUSG00000037095","turquoise"
"ENSMUSG00000044469","turquoise"
"ENSMUSG00000039481","turquoise"
"ENSMUSG00000024164","turquoise"
"ENSMUSG00000004730","turquoise"
"ENSMUSG00000024059","turquoise"
"ENSMUSG00000054469","turquoise"
"ENSMUSG00000063889","turquoise"
"ENSMUSG00000036103","turquoise"
"ENSMUSG00000042834","turquoise"
"ENSMUSG00000024353","turquoise"
"ENSMUSG00000024349","turquoise"
"ENSMUSG00000051439","turquoise"
"ENSMUSG00000045498","turquoise"
"ENSMUSG00000045062","turquoise"
"ENSMUSG00000051242","turquoise"
"ENSMUSG00000102543","turquoise"
"ENSMUSG00000052102","turquoise"
"ENSMUSG00000024501","turquoise"
"ENSMUSG00000024480","turquoise"
"ENSMUSG00000062210","turquoise"
"ENSMUSG00000024529","turquoise"
"ENSMUSG00000024534","turquoise"
"ENSMUSG00000024538","turquoise"
"ENSMUSG00000024600","turquoise"
"ENSMUSG00000058152","turquoise"
"ENSMUSG00000024621","turquoise"
"ENSMUSG00000041482","turquoise"
"ENSMUSG00000032845","turquoise"
"ENSMUSG00000032688","turquoise"
"ENSMUSG00000001473","turquoise"
"ENSMUSG00000059336","turquoise"
"ENSMUSG00000024900","turquoise"
"ENSMUSG00000001750","turquoise"
"ENSMUSG00000036908","turquoise"
"ENSMUSG00000061451","turquoise"
"ENSMUSG00000024661","turquoise"
"ENSMUSG00000024663","turquoise"
"ENSMUSG00000024737","turquoise"
"ENSMUSG00000024730","turquoise"
"ENSMUSG00000024672","turquoise"
"ENSMUSG00000101389","turquoise"
"ENSMUSG00000024679","turquoise"
"ENSMUSG00000024680","turquoise"
"ENSMUSG00000046805","turquoise"
"ENSMUSG00000039126","turquoise"
"ENSMUSG00000024659","turquoise"
"ENSMUSG00000058624","turquoise"
"ENSMUSG00000033207","turquoise"
"ENSMUSG00000048572","turquoise"
"ENSMUSG00000016496","turquoise"
"ENSMUSG00000024810","turquoise"
"ENSMUSG00000050370","turquoise"
"ENSMUSG00000024781","turquoise"
"ENSMUSG00000074896","turquoise"
"ENSMUSG00000034459","turquoise"
"ENSMUSG00000048612","turquoise"
"ENSMUSG00000061132","turquoise"
"ENSMUSG00000025086","turquoise"
"ENSMUSG00000025094","turquoise"
"ENSMUSG00000059326","turquoise"
"ENSMUSG00000095041","turquoise"
"ENSMUSG00000025931","yellow"
"ENSMUSG00000064294","yellow"
"ENSMUSG00000026175","yellow"
"ENSMUSG00000026380","yellow"
"ENSMUSG00000042268","yellow"
"ENSMUSG00000041782","yellow"
"ENSMUSG00000041605","yellow"
"ENSMUSG00000016262","yellow"
"ENSMUSG00000037254","yellow"
"ENSMUSG00000001864","yellow"
"ENSMUSG00000027030","yellow"
"ENSMUSG00000027186","yellow"
"ENSMUSG00000000308","yellow"
"ENSMUSG00000016024","yellow"
"ENSMUSG00000017950","yellow"
"ENSMUSG00000047797","yellow"
"ENSMUSG00000042750","yellow"
"ENSMUSG00000047844","yellow"
"ENSMUSG00000047230","yellow"
"ENSMUSG00000047045","yellow"
"ENSMUSG00000015401","yellow"
"ENSMUSG00000015405","yellow"
"ENSMUSG00000051224","yellow"
"ENSMUSG00000000402","yellow"
"ENSMUSG00000027690","yellow"
"ENSMUSG00000042784","yellow"
"ENSMUSG00000049128","yellow"
"ENSMUSG00000040969","yellow"
"ENSMUSG00000052544","yellow"
"ENSMUSG00000028392","yellow"
"ENSMUSG00000028358","yellow"
"ENSMUSG00000033253","yellow"
"ENSMUSG00000042367","yellow"
"ENSMUSG00000046623","yellow"
"ENSMUSG00000041351","yellow"
"ENSMUSG00000057751","yellow"
"ENSMUSG00000029102","yellow"
"ENSMUSG00000029188","yellow"
"ENSMUSG00000067219","yellow"
"ENSMUSG00000029368","yellow"
"ENSMUSG00000029379","yellow"
"ENSMUSG00000029375","yellow"
"ENSMUSG00000106957","yellow"
"ENSMUSG00000029377","yellow"
"ENSMUSG00000034981","yellow"
"ENSMUSG00000029522","yellow"
"ENSMUSG00000070473","yellow"
"ENSMUSG00000029695","yellow"
"ENSMUSG00000038600","yellow"
"ENSMUSG00000029829","yellow"
"ENSMUSG00000056370","yellow"
"ENSMUSG00000053460","yellow"
"ENSMUSG00000030049","yellow"
"ENSMUSG00000030413","yellow"
"ENSMUSG00000040564","yellow"
"ENSMUSG00000052212","yellow"
"ENSMUSG00000054169","yellow"
"ENSMUSG00000001249","yellow"
"ENSMUSG00000034957","yellow"
"ENSMUSG00000030494","yellow"
"ENSMUSG00000039013","yellow"
"ENSMUSG00000054046","yellow"
"ENSMUSG00000062785","yellow"
"ENSMUSG00000074129","yellow"
"ENSMUSG00000055978","yellow"
"ENSMUSG00000040364","yellow"
"ENSMUSG00000070564","yellow"
"ENSMUSG00000030513","yellow"
"ENSMUSG00000039202","yellow"
"ENSMUSG00000030688","yellow"
"ENSMUSG00000108481","yellow"
"ENSMUSG00000030849","yellow"
"ENSMUSG00000048200","yellow"
"ENSMUSG00000040653","yellow"
"ENSMUSG00000078452","yellow"
"ENSMUSG00000019893","yellow"
"ENSMUSG00000038602","yellow"
"ENSMUSG00000020080","yellow"
"ENSMUSG00000020057","yellow"
"ENSMUSG00000020183","yellow"
"ENSMUSG00000044433","yellow"
"ENSMUSG00000059463","yellow"
"ENSMUSG00000090137","yellow"
"ENSMUSG00000034472","yellow"
"ENSMUSG00000021789","yellow"
"ENSMUSG00000021795","yellow"
"ENSMUSG00000021876","yellow"
"ENSMUSG00000072115","yellow"
"ENSMUSG00000053093","yellow"
"ENSMUSG00000022156","yellow"
"ENSMUSG00000048582","yellow"
"ENSMUSG00000046352","yellow"
"ENSMUSG00000040055","yellow"
"ENSMUSG00000022037","yellow"
"ENSMUSG00000034248","yellow"
"ENSMUSG00000022097","yellow"
"ENSMUSG00000033595","yellow"
"ENSMUSG00000022114","yellow"
"ENSMUSG00000001943","yellow"
"ENSMUSG00000032202","yellow"
"ENSMUSG00000032357","yellow"
"ENSMUSG00000032359","yellow"
"ENSMUSG00000032554","yellow"
"ENSMUSG00000041012","yellow"
"ENSMUSG00000039115","yellow"
"ENSMUSG00000025786","yellow"
"ENSMUSG00000011256","yellow"
"ENSMUSG00000020679","yellow"
"ENSMUSG00000019312","yellow"
"ENSMUSG00000006777","yellow"
"ENSMUSG00000035112","yellow"
"ENSMUSG00000017724","yellow"
"ENSMUSG00000000567","yellow"
"ENSMUSG00000039114","yellow"
"ENSMUSG00000021556","yellow"
"ENSMUSG00000021456","yellow"
"ENSMUSG00000021608","yellow"
"ENSMUSG00000020609","yellow"
"ENSMUSG00000020566","yellow"
"ENSMUSG00000020644","yellow"
"ENSMUSG00000021062","yellow"
"ENSMUSG00000021125","yellow"
"ENSMUSG00000021187","yellow"
"ENSMUSG00000040856","yellow"
"ENSMUSG00000021268","yellow"
"ENSMUSG00000097451","yellow"
"ENSMUSG00000097391","yellow"
"ENSMUSG00000051225","yellow"
"ENSMUSG00000023031","yellow"
"ENSMUSG00000041247","yellow"
"ENSMUSG00000038094","yellow"
"ENSMUSG00000022780","yellow"
"ENSMUSG00000035638","yellow"
"ENSMUSG00000045027","yellow"
"ENSMUSG00000047507","yellow"
"ENSMUSG00000024365","yellow"
"ENSMUSG00000064120","yellow"
"ENSMUSG00000035678","yellow"
"ENSMUSG00000052105","yellow"
"ENSMUSG00000045394","yellow"
"ENSMUSG00000024268","yellow"
"ENSMUSG00000024774","yellow"
"ENSMUSG00000024986","yellow"
"ENSMUSG00000024990","yellow"
"ENSMUSG00000025207","yellow"
"ENSMUSG00000025075","yellow"
