"gene1","module1","EntrezID"
"ENSMUSG00000020216","brown","71912"
"ENSMUSG00000020061","brown","109272"
"ENSMUSG00000036446","brown","17022"
"ENSMUSG00000035923","brown","17878"
"ENSMUSG00000031461","brown","17930"
"ENSMUSG00000059230","brown","56519"
"ENSMUSG00000031791","brown","74166"
"ENSMUSG00000078144","brown","69543"
"ENSMUSG00000074156","brown","75704"
"ENSMUSG00000031757","brown","17752"
"ENSMUSG00000062826","brown","71903"
"ENSMUSG00000031972","brown","11459"
"ENSMUSG00000068697","brown","59011"
"ENSMUSG00000039376","brown","68760"
"ENSMUSG00000045776","brown","319476"
"ENSMUSG00000071540","brown","100504518"
"ENSMUSG00000043681","brown","69134"
"ENSMUSG00000021798","brown","24131"
"ENSMUSG00000096001","brown","70045"
"ENSMUSG00000041737","brown","235135"
"ENSMUSG00000032373","brown","76459"
"ENSMUSG00000032262","brown","83603"
"ENSMUSG00000035606","brown","16716"
"ENSMUSG00000059741","brown","17897"
"ENSMUSG00000061462","brown","380698"
"ENSMUSG00000019102","brown","11670"
"ENSMUSG00000033196","brown","17882"
"ENSMUSG00000056328","brown","17879"
"ENSMUSG00000057003","brown","17884"
"ENSMUSG00000055775","brown","17885"
"ENSMUSG00000032807","brown","11686"
"ENSMUSG00000018566","brown","20528"
"ENSMUSG00000060600","brown","13808"
"ENSMUSG00000007877","brown","21393"
"ENSMUSG00000017204","brown","57911"
"ENSMUSG00000044041","brown","16663"
"ENSMUSG00000054146","brown","16665"
"ENSMUSG00000045545","brown","16664"
"ENSMUSG00000020722","brown","12299"
"ENSMUSG00000018862","brown","69602"
"ENSMUSG00000033765","brown","80796"
"ENSMUSG00000052374","brown","11472"
"ENSMUSG00000044951","brown","238564"
"ENSMUSG00000037989","brown","75607"
"ENSMUSG00000021506","brown","18740"
"ENSMUSG00000021565","brown","74338"
"ENSMUSG00000047419","brown","76469"
"ENSMUSG00000062563","brown","12879"
"ENSMUSG00000035105","brown","112407"
"ENSMUSG00000001497","brown","18511"
"ENSMUSG00000021061","brown","20741"
"ENSMUSG00000034634","brown","17068"
"ENSMUSG00000018893","brown","17189"
"ENSMUSG00000005716","brown","19293"
"ENSMUSG00000033065","brown","18642"
"ENSMUSG00000061527","brown","110308"
"ENSMUSG00000059668","brown","16682"
"ENSMUSG00000050463","brown","332131"
"ENSMUSG00000022519","brown","106393"
"ENSMUSG00000090356","brown","66561"
"ENSMUSG00000034362","brown","209294"
"ENSMUSG00000046748","brown","69457"
"ENSMUSG00000062713","brown","20465"
"ENSMUSG00000002500","brown","66211"
"ENSMUSG00000092586","brown","68468"
"ENSMUSG00000039518","brown","386463"
"ENSMUSG00000039269","brown","69542"
"ENSMUSG00000025431","brown","11571"
"ENSMUSG00000040694","brown","11811"
"ENSMUSG00000024049","brown","17929"
"ENSMUSG00000059898","brown","13507"
"ENSMUSG00000044322","brown","13505"
"ENSMUSG00000069441","brown","13510"
"ENSMUSG00000061928","brown","225256"
"ENSMUSG00000056632","brown","13512"
"ENSMUSG00000071858","brown","225443"
"ENSMUSG00000055561","brown","72432"
"ENSMUSG00000024471","brown","58916"
"ENSMUSG00000069372","brown","629147"
"ENSMUSG00000049173","brown","170947"
"ENSMUSG00000075296","brown","621603"
"ENSMUSG00000006457","brown","11474"
"ENSMUSG00000032648","brown","19309"
"ENSMUSG00000056078","brown","78753"
"ENSMUSG00000043639","brown","73713"
"ENSMUSG00000049134","brown","18175"
