"X","ID","Gene.name","logFC","logCPM","LR","PValue","entrezgene_id"
15365,"ENSMUSG00000022913","Psmg1",0.0742976998930953,3.47853925753179,0.0871182383903015,0.767873193072405,56088
15366,"ENSMUSG00000022914","Brwd1",0.00106548549844056,5.94268399930447,3.46380625688703e-05,0.995304148543084,93871
15367,"ENSMUSG00000040681","Hmgn1",-0.0441684676379912,7.34247377392665,0.077071245562052,0.781306316016504,15312
15368,"ENSMUSG00000023147","Wrb",-0.103407998311439,4.42441630128167,0.287477434070736,0.591841603111124,NA
15369,"ENSMUSG00000045275","Lca5l",-0.101466002406551,1.32709166993071,0.0617595201897366,0.803736253723672,385668
15370,"ENSMUSG00000040666","Sh3bgr",0.155345979252013,3.05728611866635,0.216619577223395,0.641627790967459,50795
15371,"ENSMUSG00000074892","B3galt5",-0.0638727857345254,-0.687784319783501,0.0105931902738576,0.918023904588292,93961
15372,"ENSMUSG00000000159","Igsf5",-0.0534317805822954,4.2630913453574,0.0673355081037936,0.795256530738466,72058
15373,"ENSMUSG00000000157","Itgb2l",-0.201562376341985,0.095628824403117,0.167128378564374,0.68267662102276,16415
15374,"ENSMUSG00000040605","Bace2",0.131177005181184,4.85298344210427,0.502683908072045,0.478323204181549,56175
