"Gene_ID","Gene_Name","Count"
"ENSMUSG00000087026","A230103J11Rik",37
"ENSMUSG00000008167","Fbxw9",659
"ENSMUSG00000060038","Dhps",676
"ENSMUSG00000005150","Wdr83",523
"ENSMUSG00000059355","Wdr83os",705
"ENSMUSG00000005142","Man2b1",4913
"ENSMUSG00000074194","Zfp791",112
"ENSMUSG00000031696","Vps35",4606
"ENSMUSG00000031697","Orc6",356
"ENSMUSG00000031698","Mylk3",567
"ENSMUSG00000036934","4921524J17Rik",460
"ENSMUSG00000031700","Gpt2",653
"ENSMUSG00000031701","Dnaja2",5316
"ENSMUSG00000036902","Neto2",199
"ENSMUSG00000031703","Itfg1",3036
"ENSMUSG00000036879","Phkb",1632
"ENSMUSG00000047866","Lonp2",2532
"ENSMUSG00000036840","Siah1a",1027
"ENSMUSG00000074178","Gm10638",144
"ENSMUSG00000031652","N4bp1",2765
"ENSMUSG00000045333","Zfp423",141
"ENSMUSG00000036810","Cnep1r1",1191
"ENSMUSG00000031657","Heatr3",921
"ENSMUSG00000036779","Papd5",2252
"ENSMUSG00000031659","Adcy7",3474
"ENSMUSG00000031660","Brd7",3006
"ENSMUSG00000031661","Nkd1",5851
"ENSMUSG00000031662","Snx20",475
"ENSMUSG00000055994","Nod2",312
"ENSMUSG00000036712","Cyld",2237
"ENSMUSG00000031665","Sall1",34
"ENSMUSG00000043668","Tox3",550
"ENSMUSG00000110332","Gm19935",666
"ENSMUSG00000056608","Chd9",2314
"ENSMUSG00000109812","Gm45640",28
"ENSMUSG00000074171","Gm6658",27
"ENSMUSG00000031666","Rbl2",2598
"ENSMUSG00000031667","Aktip",2181
"ENSMUSG00000109727","Gm45464",20
"ENSMUSG00000033282","Rpgrip1l",894
"ENSMUSG00000055932","Fto",2808
"ENSMUSG00000031734","Irx3",3001
"ENSMUSG00000046413","Irx3os",134
"ENSMUSG00000110380","Gm45332",79
"ENSMUSG00000031736","Crnde",228
"ENSMUSG00000095651","Gm21817",35
"ENSMUSG00000031737","Irx5",945
"ENSMUSG00000031740","Mmp2",4279
"ENSMUSG00000033192","Lpcat2",490
"ENSMUSG00000055368","Slc6a2",793
"ENSMUSG00000056973","Ces1d",24308
"ENSMUSG00000110496","Gm45909",68
"ENSMUSG00000061959","Ces1e",388
"ENSMUSG00000031725","Ces1f",427
"ENSMUSG00000057074","Ces1g",558
"ENSMUSG00000074156","Ces1h",8
"ENSMUSG00000031748","Gnao1",2730
"ENSMUSG00000031751","Amfr",7916
"ENSMUSG00000031754","Nudt21",1164
"ENSMUSG00000033009","Ogfod1",1434
"ENSMUSG00000031755","Bbs2",724
"ENSMUSG00000031757","Mt4",0
"ENSMUSG00000031760","Mt3",36
"ENSMUSG00000110588","Gm45774",25
"ENSMUSG00000031762","Mt2",353
"ENSMUSG00000031765","Mt1",1550
"ENSMUSG00000032939","Nup93",934
"ENSMUSG00000031766","Slc12a3",21
"ENSMUSG00000089712","Gm15889",168
"ENSMUSG00000031770","Herpud1",5566
"ENSMUSG00000097194","9330175E14Rik",85
"ENSMUSG00000074151","Nlrc5",1098
"ENSMUSG00000034361","Cpne2",541
"ENSMUSG00000031774","Fam192a",1205
"ENSMUSG00000050079","Rspry1",1008
"ENSMUSG00000031776","Arl2bp",3370
"ENSMUSG00000031775","Pllp",350
"ENSMUSG00000110702","Gm45767",147
"ENSMUSG00000031779","Ccl22",190
"ENSMUSG00000031778","Cx3cl1",2242
"ENSMUSG00000031780","Ccl17",67
"ENSMUSG00000031781","Ciapin1",1255
"ENSMUSG00000031782","Coq9",1120
"ENSMUSG00000031783","Polr2c",1196
"ENSMUSG00000040631","Dok4",1410
"ENSMUSG00000063605","Ccdc102a",420
"ENSMUSG00000061577","Adgrg5",210
"ENSMUSG00000031785","Adgrg1",3731
"ENSMUSG00000060470","Adgrg3",91
"ENSMUSG00000031786","Drc7",708
"ENSMUSG00000031787","Katnb1",785
"ENSMUSG00000031788","Kifc3",1654
"ENSMUSG00000031789","Cngb1",35
"ENSMUSG00000090206","Tepp",30
"ENSMUSG00000046556","Zfp319",2255
"ENSMUSG00000031792","Usb1",892
"ENSMUSG00000031790","Mmp15",7174
"ENSMUSG00000031796","Cfap20",1444
"ENSMUSG00000046707","Csnk2a2",1670
"ENSMUSG00000110598","Gm45854",38
"ENSMUSG00000110427","4933406B17Rik",161
"ENSMUSG00000036598","Ccdc113",460
"ENSMUSG00000031669","Gins3",112
"ENSMUSG00000036564","Ndrg4",206
"ENSMUSG00000031671","Setd6",404
"ENSMUSG00000036550","Cnot1",6746
"ENSMUSG00000074136","4930513N10Rik",60
"ENSMUSG00000110489","Gm31659",17
"ENSMUSG00000061104","Sap18b",29
"ENSMUSG00000036534","Slc38a7",858
"ENSMUSG00000031672","Got2",2733
"ENSMUSG00000071041","Impdh2-ps",38
"ENSMUSG00000031673","Cdh11",3352
"ENSMUSG00000063696","Gm8730",816
"ENSMUSG00000031871","Cdh5",31989
"ENSMUSG00000031872","Bean1",15
"ENSMUSG00000035824","Tk2",1193
"ENSMUSG00000054400","Cklf",331
"ENSMUSG00000031875","Cmtm3",1671
"ENSMUSG00000096188","Cmtm4",6632
"ENSMUSG00000035770","Dync1li2",6332
"ENSMUSG00000110630","K230015D01Rik",51
"ENSMUSG00000052616","Terb1",28
"ENSMUSG00000031878","Nae1",1430
"ENSMUSG00000031883","Car7",50
"ENSMUSG00000048371","Pdp2",575
"ENSMUSG00000031881","Cdh16",520
"ENSMUSG00000031880","Rrad",425
"ENSMUSG00000031879","Fam96b",996
"ENSMUSG00000050097","Ces2b",86
"ENSMUSG00000061825","Ces2c",54
"ENSMUSG00000031886","Ces2e",288
"ENSMUSG00000031877","Ces2g",1352
"ENSMUSG00000031885","Cbfb",2618
"ENSMUSG00000031889","D230025D16Rik",2694
"ENSMUSG00000069920","B3gnt9",501
"ENSMUSG00000031887","Tradd",542
"ENSMUSG00000033313","Fbxl8",247
"ENSMUSG00000033249","Hsf4",588
"ENSMUSG00000014776","Nol3",575
"ENSMUSG00000014837","4931428F04Rik",123
"ENSMUSG00000110611","Gm20163",22
"ENSMUSG00000043251","Exoc3l",689
"ENSMUSG00000014859","E2f4",1663
"ENSMUSG00000014791","Elmo3",1080
"ENSMUSG00000041679","Lrrc29",103
"ENSMUSG00000014856","Tmem208",763
"ENSMUSG00000014778","Fhod1",3587
"ENSMUSG00000014786","Slc9a5",405
"ENSMUSG00000014782","Plekhg4",20
"ENSMUSG00000054320","Lrrc36",379
"ENSMUSG00000014846","Tppp3",10773
"ENSMUSG00000039199","Zdhhc1",2528
"ENSMUSG00000031891","Hsd11b2",84
"ENSMUSG00000013160","Atp6v0d1",3017
"ENSMUSG00000104168","Gm38250",35
"ENSMUSG00000005705","Agrp",64
"ENSMUSG00000038604","Ripor1",5773
"ENSMUSG00000102593","Gm38384",25
"ENSMUSG00000005698","Ctcf",3791
"ENSMUSG00000050357","Carmil2",261
"ENSMUSG00000038000","Acd",767
"ENSMUSG00000005699","Pard6a",184
"ENSMUSG00000013155","Enkd1",171
"ENSMUSG00000013150","Gfod2",610
"ENSMUSG00000037415","Ranbp10",2013
"ENSMUSG00000031893","Tsnaxip1",196
"ENSMUSG00000036672","Cenpt",345
"ENSMUSG00000036442","Thap11",1014
"ENSMUSG00000008450","Nutf2",628
"ENSMUSG00000036270","Edc4",2301
"ENSMUSG00000048310","Pskh1",1315
"ENSMUSG00000031896","Ctrl",24
"ENSMUSG00000087436","Gm16156",34
"ENSMUSG00000031897","Psmb10",1834
"ENSMUSG00000035237","Lcat",53
"ENSMUSG00000017765","Slc12a4",3664
"ENSMUSG00000110457","Gm45752",17
"ENSMUSG00000053687","Dpep2",458
"ENSMUSG00000031901","Dus2",240
"ENSMUSG00000045538","Ddx28",300
"ENSMUSG00000031902","Nfatc3",3300
"ENSMUSG00000084128","Esrp2",1794
"ENSMUSG00000086390","1810019D21Rik",778
"ENSMUSG00000031903","Pla2g15",2017
"ENSMUSG00000031904","Slc7a6",680
"ENSMUSG00000033106","Slc7a6os",802
"ENSMUSG00000060098","Prmt7",527
"ENSMUSG00000031906","Smpd3",181
"ENSMUSG00000031907","Zfp90",81
"ENSMUSG00000061048","Cdh3",25
"ENSMUSG00000060019","Gm10073",29
"ENSMUSG00000000303","Cdh1",12654
"ENSMUSG00000041949","Tango6",336
"ENSMUSG00000031910","Has3",249
"ENSMUSG00000046691","Chtf8",3335
"ENSMUSG00000041438","Utp4",872
"ENSMUSG00000041308","Sntb2",3860
"ENSMUSG00000031913","Vps4a",2149
"ENSMUSG00000083734","Gm16209",15
"ENSMUSG00000078931","Pdf",33
"ENSMUSG00000031916","Cog8",1017
"ENSMUSG00000031917","Nip7",617
"ENSMUSG00000031919","Tmed6",42
"ENSMUSG00000031921","Terf2",1204
"ENSMUSG00000031924","Cyb5b",6772
"ENSMUSG00000003847","Nfat5",6576
"ENSMUSG00000003849","Nqo1",296
"ENSMUSG00000003848","Nob1",711
"ENSMUSG00000031930","Wwp2",1798
"ENSMUSG00000059775","Rps26-ps1",33
"ENSMUSG00000039067","Psmd7",2588
"ENSMUSG00000038872","Zfhx3",3167
"ENSMUSG00000110528","Gm1943",26
"ENSMUSG00000037993","Dhx38",2460
"ENSMUSG00000031723","Txnl4b",237
"ENSMUSG00000031722","Hp",24326
"ENSMUSG00000031730","Dhodh",390
"ENSMUSG00000048827","Pkd1l3",112
"ENSMUSG00000031729","Ist1",3500
"ENSMUSG00000031728","Zfp821",589
"ENSMUSG00000069895","Atxn1l",3858
"ENSMUSG00000031731","Ap1g1",4230
"ENSMUSG00000031732","Phlpp2",1322
"ENSMUSG00000001672","Marveld3",524
"ENSMUSG00000035930","Chst4",23
"ENSMUSG00000044676","Zfp612",443
"ENSMUSG00000046441","Cmtr2",257
"ENSMUSG00000059854","Hydin",1547
"ENSMUSG00000010936","Vac14",1362
"ENSMUSG00000033763","Mtss1l",3998
"ENSMUSG00000031750","Il34",627
"ENSMUSG00000085068","Gm15895",9
"ENSMUSG00000033732","Sf3b3",3188
"ENSMUSG00000031753","Cog4",1681
"ENSMUSG00000097380","Gm26816",34
"ENSMUSG00000033703","Fuk",680
"ENSMUSG00000031749","St3gal2",2821
"ENSMUSG00000015023","Ddx19a",1393
"ENSMUSG00000033658","Ddx19b",977
"ENSMUSG00000031960","Aars",3140
"ENSMUSG00000033624","Pdpr",1464
"ENSMUSG00000084808","9430091E24Rik",137
"ENSMUSG00000003316","Glg1",9003
"ENSMUSG00000033596","Rfwd3",1362
"ENSMUSG00000012519","Mlkl",398
"ENSMUSG00000031959","Wdr59",707
"ENSMUSG00000033545","Znrf1",2289
"ENSMUSG00000031958","Ldhd",283
"ENSMUSG00000055835","Zfp1",280
"ENSMUSG00000031955","Bcar1",2127
"ENSMUSG00000031954","Cfdp1",1524
"ENSMUSG00000031953","Tmem170",814
"ENSMUSG00000031952","Chst5",81
"ENSMUSG00000031951","Tmem231",498
"ENSMUSG00000031950","Gabarapl2",2155
"ENSMUSG00000031949","Adat1",178
"ENSMUSG00000031948","Kars",2532
"ENSMUSG00000033430","Terf2ip",1305
"ENSMUSG00000078908","Mon1b",1515
"ENSMUSG00000031767","Nudt7",245
"ENSMUSG00000046844","Vat1l",36
"ENSMUSG00000004637","Wwox",489
"ENSMUSG00000055435","Maf",1934
"ENSMUSG00000034467","Dynlrb2",807
"ENSMUSG00000031758","Cdyl2",173
"ENSMUSG00000014633","Cmc2",225
"ENSMUSG00000031756","Cenpn",48
"ENSMUSG00000047388","Atmin",1725
"ENSMUSG00000031847","1700030J22Rik",172
"ENSMUSG00000034424","Gcsh",600
"ENSMUSG00000052557","Gan",1612
"ENSMUSG00000034390","Cmip",2798
"ENSMUSG00000034330","Plcg2",1308
"ENSMUSG00000034308","Sdr42e1",183
"ENSMUSG00000031843","Mphosph6",551
"ENSMUSG00000031841","Cdh13",1187
"ENSMUSG00000031839","Hsbp1",3591
"ENSMUSG00000074064","Mlycd",1000
"ENSMUSG00000074063","Osgin1",652
"ENSMUSG00000031835","Mbtps1",5339
"ENSMUSG00000034189","Hsdl1",1492
"ENSMUSG00000031831","Dnaaf1",259
"ENSMUSG00000031832","Taf1c",369
"ENSMUSG00000023336","Wfdc1",991
"ENSMUSG00000034112","Atp2c2",707
"ENSMUSG00000034105","Tldc1",405
"ENSMUSG00000031827","Cotl1",3523
"ENSMUSG00000031828","Klhl36",443
"ENSMUSG00000031826","Usp10",1885
"ENSMUSG00000031825","Crispld2",2709
"ENSMUSG00000031823","Zdhhc7",1813
"ENSMUSG00000097944","A130014A01Rik",129
"ENSMUSG00000031824","6430548M08Rik",3284
"ENSMUSG00000042269","Fam92b",124
"ENSMUSG00000097960","A330074K22Rik",29
"ENSMUSG00000031822","Gse1",2030
"ENSMUSG00000031821","Gins2",102
"ENSMUSG00000043687","1190005I06Rik",20
"ENSMUSG00000031819","Emc8",1494
"ENSMUSG00000031818","Cox4i1",6799
"ENSMUSG00000041515","Irf8",2480
"ENSMUSG00000097087","Gm26878",236
"ENSMUSG00000097336","Fendrr",3918
"ENSMUSG00000042812","Foxf1",12527
"ENSMUSG00000031816","Mthfsd",806
"ENSMUSG00000046714","Foxc2",64
"ENSMUSG00000097084","Foxl1",29
"ENSMUSG00000052934","Fbxo31",1822
"ENSMUSG00000031812","Map1lc3b",7000
"ENSMUSG00000061410","Zcchc14",4510
"ENSMUSG00000040263","Klhdc4",866
"ENSMUSG00000110631","Gm42047",874
"ENSMUSG00000040010","Slc7a5",551
"ENSMUSG00000025316","Banp",593
"ENSMUSG00000091952","Gm17709",18
"ENSMUSG00000043903","Zfp469",40
"ENSMUSG00000049577","Zfpm1",1171
"ENSMUSG00000017478","Zc3h18",2761
"ENSMUSG00000006519","Cyba",3452
"ENSMUSG00000006517","Mvd",497
"ENSMUSG00000110656","Gm20735",81
"ENSMUSG00000014470","Rnf166",1251
"ENSMUSG00000049482","Ctu2",434
"ENSMUSG00000014444","Piezo1",7015
"ENSMUSG00000006585","Cdt1",276
"ENSMUSG00000006589","Aprt",813
"ENSMUSG00000015027","Galns",494
"ENSMUSG00000015013","Trappc2l",898
"ENSMUSG00000006362","Cbfa2t3",5237
"ENSMUSG00000110682","A530010L16Rik",35
"ENSMUSG00000015016","Acsf3",400
"ENSMUSG00000095762","Gm16378",23
"ENSMUSG00000035569","Ankrd11",8579
"ENSMUSG00000099881","2810013P06Rik",548
"ENSMUSG00000000738","Spg7",1740
"ENSMUSG00000000740","Rpl13",13233
"ENSMUSG00000034796","Cpne7",54
"ENSMUSG00000000739","Sult5a1",244
"ENSMUSG00000019278","Dpep1",3271
"ENSMUSG00000000743","Chmp1a",2306
"ENSMUSG00000048478","Spata33",93
"ENSMUSG00000033862","Cdk10",949
"ENSMUSG00000033594","Spata2l",238
"ENSMUSG00000001062","Vps9d1",875
"ENSMUSG00000001065","Zfp276",901
"ENSMUSG00000032815","Fanca",88
"ENSMUSG00000010154","Spire2",238
"ENSMUSG00000001472","Tcf25",9126
"ENSMUSG00000062380","Tubb3",27
"ENSMUSG00000001482","Def8",926
"ENSMUSG00000031967","Afg3l1",1527
"ENSMUSG00000031970","Dbndd1",102
"ENSMUSG00000040220","Gas8",758
"ENSMUSG00000039960","Rhou",705
"ENSMUSG00000019478","Rab4a",396
"ENSMUSG00000085030","2810455O05Rik",34
"ENSMUSG00000031971","Ccsap",86
"ENSMUSG00000031972","Acta1",258
"ENSMUSG00000039509","Nup133",817
"ENSMUSG00000110615","Gm45890",20
"ENSMUSG00000031974","Abcb10",1019
"ENSMUSG00000038697","Taf5l",1076
"ENSMUSG00000031976","Urb2",782
"ENSMUSG00000089704","Galnt2",335
"ENSMUSG00000050751","Pgbd5",35
"ENSMUSG00000031979","Cog2",1016
"ENSMUSG00000031980","Agt",27
"ENSMUSG00000031983","2310022B05Rik",3127
"ENSMUSG00000037300","Ttc13",1483
"ENSMUSG00000031982","Arv1",218
"ENSMUSG00000043068","Fam89a",46
"ENSMUSG00000036913","Trim67",25
"ENSMUSG00000031984","2810004N23Rik",1079
"ENSMUSG00000031985","Gnpat",2941
"ENSMUSG00000074030","Exoc8",1496
"ENSMUSG00000031986","Sprtn",1629
"ENSMUSG00000110706","Gm45709",19
"ENSMUSG00000031987","Egln1",3207
"ENSMUSG00000056820","Tsnax",2447
"ENSMUSG00000043051","Disc1",78
"ENSMUSG00000001995","Sipa1l2",3391
"ENSMUSG00000050930","Map10",114
"ENSMUSG00000031851","Ntpcr",359
"ENSMUSG00000060212","Pcnx2",78
"ENSMUSG00000031853","Map3k21",126
"ENSMUSG00000033998","Kcnk1",761
"ENSMUSG00000057060","Slc35f3",90
"ENSMUSG00000051671","Coa6",302
"ENSMUSG00000090290","Tarbp1",566
"ENSMUSG00000051495","Irf2bp2",3584
"ENSMUSG00000110626","Gm45805",21
"ENSMUSG00000110697","Gm31718",18
"ENSMUSG00000093904","Tomm20",2622
"ENSMUSG00000033931","Rbm34",660
"ENSMUSG00000025812","Pard3",2469
"ENSMUSG00000025810","Nrp1",14426
"ENSMUSG00000025809","Itgb1",31989
"ENSMUSG00000071302","2610044O15Rik8",436
"ENSMUSG00000094530","Gm21399",12
"ENSMUSG00000110605","Gm32856",95
"ENSMUSG00000072723","Gm10044",49
"ENSMUSG00000025278","Flnb",6324
"ENSMUSG00000025279","Dnase1l3",201
"ENSMUSG00000025277","Abhd6",385
"ENSMUSG00000023156","Rpp14",889
"ENSMUSG00000033885","Pxk",2357
"ENSMUSG00000021748","Pdhb",2643
"ENSMUSG00000021752","Kctd6",475
"ENSMUSG00000021751","Acox2",551
"ENSMUSG00000021750","Fam107a",426
"ENSMUSG00000021749","Oit1",51
"ENSMUSG00000021747","4930452B06Rik",111
"ENSMUSG00000045799","Gm9800",203
"ENSMUSG00000060579","Fhit",68
"ENSMUSG00000021745","Ptprg",7084
"ENSMUSG00000033111","3830406C13Rik",930
"ENSMUSG00000054423","Cadps",13
"ENSMUSG00000044772","Sntn",344
"ENSMUSG00000084902","Gm281",370
"ENSMUSG00000053453","Thoc7",718
"ENSMUSG00000021738","Atxn7",2616
"ENSMUSG00000021737","Psmd6",1610
"ENSMUSG00000068758","Il3ra",814
"ENSMUSG00000021733","Slc4a7",1060
"ENSMUSG00000042567","Nek10",72
"ENSMUSG00000045201","Lrrc3b",42
"ENSMUSG00000021786","Oxsm",445
"ENSMUSG00000021785","Ngly1",1418
"ENSMUSG00000017485","Top2b",6278
"ENSMUSG00000017491","Rarb",364
"ENSMUSG00000021779","Thrb",1323
"ENSMUSG00000021775","Nr1d2",4243
"ENSMUSG00000012405","Rpl15",4834
"ENSMUSG00000021772","Nkiras1",427
"ENSMUSG00000021774","Ube2e1",1256
"ENSMUSG00000058317","Ube2e2",826
"ENSMUSG00000021806","Nid2",618
"ENSMUSG00000021807","Rtraf",1992
"ENSMUSG00000043004","Gng2",1805
"ENSMUSG00000045107","Saysd1",322
"ENSMUSG00000023243","Kcnk5",632
"ENSMUSG00000021809","Nudt13",464
"ENSMUSG00000021810","Ecd",1084
"ENSMUSG00000039599","Fam149b",930
"ENSMUSG00000021811","Dnajc9",902
"ENSMUSG00000049960","Mrps16",491
"ENSMUSG00000039543","Cfap70",299
"ENSMUSG00000021814","Anxa7",4193
"ENSMUSG00000021815","Mss51",31
"ENSMUSG00000021816","Ppp3cb",2616
"ENSMUSG00000084925","1810062O18Rik",24
"ENSMUSG00000034235","Usp54",2256
"ENSMUSG00000099966","2810402E24Rik",222
"ENSMUSG00000068697","Myoz1",8
"ENSMUSG00000039376","Synpo2l",164
"ENSMUSG00000039367","Sec24c",5339
"ENSMUSG00000097577","6230400D17Rik",116
"ENSMUSG00000039357","Fut11",1438
"ENSMUSG00000063787","Chchd1",557
"ENSMUSG00000021819","Zswim8",5725
"ENSMUSG00000039308","Ndst2",1064
"ENSMUSG00000021820","Camk2g",1799
"ENSMUSG00000021822","Plau",591
"ENSMUSG00000021823","Vcl",7798
"ENSMUSG00000021824","Ap3m1",1888
"ENSMUSG00000039197","Adk",2282
"ENSMUSG00000021767","Kat6b",1701
"ENSMUSG00000021768","Dusp13",7
"ENSMUSG00000021770","Samd8",1567
"ENSMUSG00000021771","Vdac2",5593
"ENSMUSG00000021773","Comtd1",108
"ENSMUSG00000090564","A430057M04Rik",19
"ENSMUSG00000039081","Zfp503",2764
"ENSMUSG00000103160","C130012C08Rik",71
"ENSMUSG00000063458","Lrmda",165
"ENSMUSG00000063142","Kcnma1",64
"ENSMUSG00000021782","Dlg5",2054
"ENSMUSG00000025280","Polr3a",912
"ENSMUSG00000025290","Rps24",11655
"ENSMUSG00000097601","Gm26660",24
"ENSMUSG00000087535","Zmiz1os1",46
"ENSMUSG00000007817","Zmiz1",7585
"ENSMUSG00000021868","Ppif",432
"ENSMUSG00000055538","Zcchc24",3997
"ENSMUSG00000021866","Anxa11",2190
"ENSMUSG00000021870","Slmap",5578
"ENSMUSG00000040818","Dennd6a",2714
"ENSMUSG00000021877","Arf4",5674
"ENSMUSG00000043702","Pde12",920
"ENSMUSG00000021879","Dnah12",1359
"ENSMUSG00000021898","Asb14",64
"ENSMUSG00000040760","Appl1",2345
"ENSMUSG00000040717","Il17rd",1850
"ENSMUSG00000021895","Arhgef3",6237
"ENSMUSG00000040651","Fam208a",2490
"ENSMUSG00000046753","Ccdc66",502
"ENSMUSG00000040640","Erc2",128
"ENSMUSG00000021994","Wnt5a",813
"ENSMUSG00000021991","Cacna2d3",16
"ENSMUSG00000045776","Lrtm1",29
"ENSMUSG00000042682","Selenok",3038
"ENSMUSG00000015971","Actr8",1258
"ENSMUSG00000015966","Il17rb",14
"ENSMUSG00000015970","Chdh",93
"ENSMUSG00000015968","Cacna1d",1051
"ENSMUSG00000021962","Dcp1a",1170
"ENSMUSG00000021957","Tkt",6206
"ENSMUSG00000021948","Prkcd",4126
"ENSMUSG00000052395","Rft1",557
"ENSMUSG00000006527","Sfmbt1",1073
"ENSMUSG00000006526","Tmem110",1554
"ENSMUSG00000042485","Mustn1",848
"ENSMUSG00000021922","Itih4",2472
"ENSMUSG00000006522","Itih3",55
"ENSMUSG00000006529","Itih1",41
"ENSMUSG00000021918","Nek4",416
"ENSMUSG00000021917","Spcs1",2075
"ENSMUSG00000021916","Glt8d1",1074
"ENSMUSG00000042354","Gnl3",820
"ENSMUSG00000042323","Pbrm1",4642
"ENSMUSG00000058351","Smim4",318
"ENSMUSG00000071547","Nt5dc2",1474
"ENSMUSG00000042286","Stab1",6581
"ENSMUSG00000021910","Nisch",13745
"ENSMUSG00000091898","Tnnc1",672
"ENSMUSG00000021904","Sema3g",10920
"ENSMUSG00000021902","Phf7",329
"ENSMUSG00000021901","Bap1",2030
"ENSMUSG00000019027","Dnah1",713
"ENSMUSG00000021893","Capn7",2000
"ENSMUSG00000021892","Sh3bp5",3197
"ENSMUSG00000021891","Mettl6",689
"ENSMUSG00000021890","Eaf1",2773
"ENSMUSG00000057606","Colq",483
"ENSMUSG00000021884","Hacl1",406
"ENSMUSG00000021900","Btd",722
"ENSMUSG00000014496","Ankrd28",1088
"ENSMUSG00000021903","Galnt15",1347
"ENSMUSG00000021905","Dph3",851
"ENSMUSG00000021906","Oxnad1",379
"ENSMUSG00000056234","Ncoa4",2245
"ENSMUSG00000013701","Timm23",1083
"ENSMUSG00000021911","Parg",1276
"ENSMUSG00000021913","Ogdhl",17
"ENSMUSG00000072473","1700024G13Rik",198
"ENSMUSG00000054051","Ercc6",990
"ENSMUSG00000071540","3425401B19Rik",130
"ENSMUSG00000041707","1810011H11Rik",95
"ENSMUSG00000050666","Vstm4",688
"ENSMUSG00000051506","Wdfy4",2619
"ENSMUSG00000041673","Lrrc18",98
"ENSMUSG00000063506","Arhgap22",349
"ENSMUSG00000021936","Mapk8",780
"ENSMUSG00000108841","Frmpd2",330
"ENSMUSG00000021940","Ptpn20",13
"ENSMUSG00000021943","Gdf10",1279
"ENSMUSG00000072625","Gdf2",23
"ENSMUSG00000021950","Anxa8",943
"ENSMUSG00000078126","Rpl23a-ps3",16
"ENSMUSG00000041479","Syt15",683
"ENSMUSG00000041471","Fam35a",347
"ENSMUSG00000021794","Glud1",8096
"ENSMUSG00000043681","Fam25c",4
"ENSMUSG00000023064","Sncg",263
"ENSMUSG00000041445","Mmrn2",1614
"ENSMUSG00000021796","Bmpr1a",3932
"ENSMUSG00000021798","Ldb3",655
"ENSMUSG00000041408","Wapl",4516
"ENSMUSG00000058690","Ccser2",5809
"ENSMUSG00000021803","Cdhr1",37
"ENSMUSG00000041028","Ghitm",7298
"ENSMUSG00000037833","Sh2d4b",25
"ENSMUSG00000037824","Tspan14",3067
"ENSMUSG00000021792","Fam213a",1372
"ENSMUSG00000021791","Dydc2",40
"ENSMUSG00000021790","Dydc1",47
"ENSMUSG00000037798","Mat1a",457
"ENSMUSG00000021789","Sftpa1",91825
"ENSMUSG00000037780","Mbl1",36
"ENSMUSG00000021795","Sftpd",17529
"ENSMUSG00000072601","Ear1",1243
"ENSMUSG00000089901","Gm8113",86
"ENSMUSG00000072596","Ear2",3059
"ENSMUSG00000075042","4930431P03Rik",32
"ENSMUSG00000037759","Ptger2",282
"ENSMUSG00000021830","Txndc16",1828
"ENSMUSG00000049092","Gpr137c",256
"ENSMUSG00000021831","Ero1l",2169
"ENSMUSG00000021832","Psmc6",2053
"ENSMUSG00000053205","Styx",210
"ENSMUSG00000037722","Gnpnat1",700
"ENSMUSG00000037712","Fermt2",9521
"ENSMUSG00000085913","Gm15601",67
"ENSMUSG00000037697","Ddhd1",971
"ENSMUSG00000044285","Gm1821",216
"ENSMUSG00000079261","Gm15217",65
"ENSMUSG00000021835","Bmp4",3155
"ENSMUSG00000086746","Gm15222",83
"ENSMUSG00000037628","Cdkn3",20
"ENSMUSG00000015759","Cnih1",1561
"ENSMUSG00000062014","Gmfb",6272
"ENSMUSG00000061510","Gm10101",21
"ENSMUSG00000055128","Cgrrf1",1045
"ENSMUSG00000021838","Samd4",2004
"ENSMUSG00000037580","Gch1",687
"ENSMUSG00000037572","Wdhd1",171
"ENSMUSG00000048379","Socs4",2353
"ENSMUSG00000021840","Mapk1ip1l",2337
"ENSMUSG00000050335","Lgals3",4031
"ENSMUSG00000037544","Dlgap5",68
"ENSMUSG00000037536","Fbxo34",801
"ENSMUSG00000037526","Atg14",871
"ENSMUSG00000021843","Ktn1",4430
"ENSMUSG00000102171",NA,95
"ENSMUSG00000062081","Gm6055",35
"ENSMUSG00000021846","Peli2",1201
"ENSMUSG00000036339","Tmem260",951
"ENSMUSG00000061244","Exoc5",2269
"ENSMUSG00000036291","Ap5m1",776
"ENSMUSG00000036282","Naa30",1288
"ENSMUSG00000036242","3632451O06Rik",205
"ENSMUSG00000051969","Tlr11",118
"ENSMUSG00000006288","Ttc5",951
"ENSMUSG00000036023","Parp2",762
"ENSMUSG00000006281","Tep1",1682
"ENSMUSG00000097431","Gm26782",66
"ENSMUSG00000090799","Klhl33",62
"ENSMUSG00000091089",NA,87
"ENSMUSG00000006289","Osgep",931
"ENSMUSG00000035960","Apex1",219
"ENSMUSG00000035953","Tmem55b",1382
"ENSMUSG00000021871","Pnp",1559
"ENSMUSG00000068417","Pnp2",16
"ENSMUSG00000035932","Olfr750",113
"ENSMUSG00000021876","Rnase4",7918
"ENSMUSG00000072115","Ang",233
"ENSMUSG00000021880","Rnase6",206
"ENSMUSG00000047222","Rnase2a",24
"ENSMUSG00000094991","Gm21718",54
"ENSMUSG00000004561","Mettl17",593
"ENSMUSG00000072572","Slc39a2",205
"ENSMUSG00000004558","Ndrg2",2397
"ENSMUSG00000004562","Arhgef40",1766
"ENSMUSG00000049295","Zfp219",1625
"ENSMUSG00000072571","Tmem253",34
"ENSMUSG00000060373","Hnrnpc",4268
"ENSMUSG00000057132","Rpgrip1",32
