"Gene_ID","Gene_Name","Count"
"ENSMUSG00000040473","Cfap69",788
"ENSMUSG00000015653","Steap2",914
"ENSMUSG00000015652","Steap1",32
"ENSMUSG00000097554","Gm26825",1170
"ENSMUSG00000100801","Gm15459",1451
"ENSMUSG00000105487","Gm43324",17
"ENSMUSG00000012428","Steap4",1454
"ENSMUSG00000003161","Sri",5197
"ENSMUSG00000040537","Adam22",668
"ENSMUSG00000002297","Dbf4",273
"ENSMUSG00000054099","Slc25a40",441
"ENSMUSG00000040570","Rundc3b",57
"ENSMUSG00000040584","Abcb1a",2411
"ENSMUSG00000028970","Abcb1b",302
"ENSMUSG00000042476","Abcb4",47
"ENSMUSG00000003623","Crot",1309
"ENSMUSG00000078183","Gm15610",9
"ENSMUSG00000079659","Tmem243",3401
"ENSMUSG00000042508","Dmtf1",1331
"ENSMUSG00000080875","Gm7332",18
"ENSMUSG00000056004","9330182L06Rik",539
"ENSMUSG00000040254","Sema3d",1044
"ENSMUSG00000028883","Sema3a",3494
"ENSMUSG00000105366","Gm43719",383
"ENSMUSG00000063531","Sema3e",7683
"ENSMUSG00000061601","Pclo",209
"ENSMUSG00000099762","Gm21149",15
"ENSMUSG00000073208","Speer4c",14
"ENSMUSG00000040118","Cacna2d1",1745
"ENSMUSG00000028864","Hgf",1200
"ENSMUSG00000028780","Sema3c",16691
"ENSMUSG00000002944","Cd36",39036
"ENSMUSG00000057614","Gnai1",1762
"ENSMUSG00000106498","Gm43032",13
"ENSMUSG00000097626","4921504A21Rik",14
"ENSMUSG00000040003","Magi2",277
"ENSMUSG00000039987","Phtf2",468
"ENSMUSG00000045435","Tmem60",349
"ENSMUSG00000039968","Rsbn1l",1942
"ENSMUSG00000101013","A630072M18Rik",48
"ENSMUSG00000028771","Ptpn12",3698
"ENSMUSG00000096269","Rpl31-ps21",26
"ENSMUSG00000039934","Gsap",2760
"ENSMUSG00000064280","Ccdc146",436
"ENSMUSG00000039899","Fgl2",2336
"ENSMUSG00000047221","Fam185a",199
"ENSMUSG00000048520","Fbxl13",154
"ENSMUSG00000039883","Lrrc17",252
"ENSMUSG00000106294","Gm8539",31
"ENSMUSG00000038525","Armc10",1112
"ENSMUSG00000044968","Napepld",377
"ENSMUSG00000029017","Pmpcb",1403
"ENSMUSG00000029014","Dnajc2",928
"ENSMUSG00000028932","Psmc2",2986
"ENSMUSG00000042453","Reln",623
"ENSMUSG00000029012","Orc5",513
"ENSMUSG00000084235","Gm15421",20
"ENSMUSG00000097207","6030443J06Rik",24
"ENSMUSG00000104913","Gm6560",35
"ENSMUSG00000073147","5031425E22Rik",1181
"ENSMUSG00000029004","Kmt2e",7325
"ENSMUSG00000062604","Srpk2",2158
"ENSMUSG00000105987","AI506816",826
"ENSMUSG00000057541","Pus7",522
"ENSMUSG00000028999","Rint1",657
"ENSMUSG00000086697","4933427G23Rik",6
"ENSMUSG00000028998","Tomm7",1191
"ENSMUSG00000097180","2700038G22Rik",42
"ENSMUSG00000028995","Fam126a",2057
"ENSMUSG00000028986","Klhl7",1255
"ENSMUSG00000048439","Nupl2",159
"ENSMUSG00000038319","Kcnh2",742
"ENSMUSG00000028978","Nos3",716
"ENSMUSG00000086769","Gm15587",37
"ENSMUSG00000038295","Atg9b",20
"ENSMUSG00000028973","Abcb8",588
"ENSMUSG00000028969","Cdk5",871
"ENSMUSG00000028962","Slc4a2",2934
"ENSMUSG00000028959","Fastk",1509
"ENSMUSG00000028958","Tmub1",279
"ENSMUSG00000023353","Agap3",3575
"ENSMUSG00000038204","Asb10",25
"ENSMUSG00000028953","Abcf2",1826
"ENSMUSG00000067719","Gm10221",36
"ENSMUSG00000038181","Chpf2",1431
"ENSMUSG00000028949","Smarcd3",440
"ENSMUSG00000028954","Nub1",3158
"ENSMUSG00000097275","Gm26648",107
"ENSMUSG00000055235","Wdr86",65
"ENSMUSG00000028945","Rheb",3315
"ENSMUSG00000028944","Prkag2",1022
"ENSMUSG00000087314","Prkag2os2",22
"ENSMUSG00000059631","1500035N22Rik",47
"ENSMUSG00000043833","2900005J15Rik",104
"ENSMUSG00000038072","Galnt11",1543
"ENSMUSG00000038056","Kmt2c",4382
"ENSMUSG00000097236","4831440E17Rik",36
"ENSMUSG00000101856","1700096K18Rik",99
"ENSMUSG00000028933","Xrcc2",179
"ENSMUSG00000056367","Actr3b",40
"ENSMUSG00000061576","Dpp6",106
"ENSMUSG00000002221","Paxip1",1230
"ENSMUSG00000045294","Insig1",2910
"ENSMUSG00000048271","Rbm33",2743
"ENSMUSG00000002633","Shh",622
"ENSMUSG00000097726","9530036O11Rik",73
"ENSMUSG00000097453","Gm26894",33
"ENSMUSG00000029130","Rnf32",163
"ENSMUSG00000010721","Lmbr1",994
"ENSMUSG00000105741","C79130",24
"ENSMUSG00000097561","4632411P08Rik",21
"ENSMUSG00000001569","Nom1",1260
"ENSMUSG00000039000","Ube3c",2062
"ENSMUSG00000029131","Dnajb6",3111
"ENSMUSG00000025746","Il6",22
"ENSMUSG00000025747","Tyms",184
"ENSMUSG00000025745","Hadha",5560
"ENSMUSG00000059447","Hadhb",3010
"ENSMUSG00000067642","Adgrf3",21
"ENSMUSG00000075703","Selenoi",1204
"ENSMUSG00000073102","Drc1",625
"ENSMUSG00000062372","Otof",22
"ENSMUSG00000029182","1700001C02Rik",200
"ENSMUSG00000053214","Gm9899",101
"ENSMUSG00000049265","Kcnk3",1522
"ENSMUSG00000029175","Slc35f6",1175
"ENSMUSG00000029177","Cenpa",206
"ENSMUSG00000029168","Dpysl5",809
"ENSMUSG00000029166","Mapre3",1928
"ENSMUSG00000038828","Tmem214",1837
"ENSMUSG00000107086","Gm43808",45
"ENSMUSG00000029165","Agbl5",660
"ENSMUSG00000107201","5930420M18Rik",42
"ENSMUSG00000038803","Ost4",1719
"ENSMUSG00000029163","Emilin1",3091
"ENSMUSG00000029162","Khk",628
"ENSMUSG00000029161","Cgref1",28
"ENSMUSG00000006638","Abhd1",152
"ENSMUSG00000045302","Preb",2552
"ENSMUSG00000006642","Tcf23",53
"ENSMUSG00000006641","Slc5a6",401
"ENSMUSG00000013622","Atraid",1813
"ENSMUSG00000013629","Cad",1245
"ENSMUSG00000062077","Trim54",141
"ENSMUSG00000107283","Mpv17",1017
"ENSMUSG00000106864","Gtf3c2",1311
"ENSMUSG00000029145","Eif2b4",930
"ENSMUSG00000029146","Snx17",3093
"ENSMUSG00000043059","Zfp513",866
"ENSMUSG00000029147","Ppm1g",3580
"ENSMUSG00000029148","Nrbp1",2944
"ENSMUSG00000029149","Krtcap3",502
"ENSMUSG00000038564","Ift172",2422
"ENSMUSG00000038552","Fndc4",201
"ENSMUSG00000062761","Zfp512",1230
"ENSMUSG00000107120","Gm43059",18
"ENSMUSG00000064037","Gpn1",682
"ENSMUSG00000053134","Supt7l",621
"ENSMUSG00000029141","Slc4a1ap",1055
"ENSMUSG00000107352","Gm43660",63
"ENSMUSG00000107355","AI839979",41
"ENSMUSG00000106918","Mrpl33",929
"ENSMUSG00000029136","Rbks",146
"ENSMUSG00000052139","Babam2",1238
"ENSMUSG00000029135","Fosl2",5952
"ENSMUSG00000029134","Plb1",556
"ENSMUSG00000107211","Gm5864",21
"ENSMUSG00000014956","Ppp1cb",8591
"ENSMUSG00000107277","Gm10461",209
"ENSMUSG00000014932","Yes1",2237
"ENSMUSG00000082305","Gm2420",12
"ENSMUSG00000023452","Pisd",1326
"ENSMUSG00000054280","Prr14l",1633
"ENSMUSG00000037426","Depdc5",1174
"ENSMUSG00000018965","Ywhah",5994
"ENSMUSG00000011034","Slc5a1",259
"ENSMUSG00000037379","Spon2",185
"ENSMUSG00000037373","Ctbp1",5952
"ENSMUSG00000079562","Maea",3098
"ENSMUSG00000037355","Uvssa",1178
"ENSMUSG00000037339","Fam53a",916
"ENSMUSG00000004642","Slbp",896
"ENSMUSG00000019295","Tmem129",865
"ENSMUSG00000037313","Tacc3",301
"ENSMUSG00000106896","G630022F23Rik",47
"ENSMUSG00000054252","Fgfr3",6516
"ENSMUSG00000005299","Letm1",2252
"ENSMUSG00000057406","Nsd2",1887
"ENSMUSG00000029111","Nelfa",850
"ENSMUSG00000070858","Gm1673",60
"ENSMUSG00000048142","Nat8l",240
"ENSMUSG00000045102","Poln",12
"ENSMUSG00000079555","Haus3",378
"ENSMUSG00000037235","Mxd4",11906
"ENSMUSG00000037224","Zfyve28",134
"ENSMUSG00000086291","Gm15513",22
"ENSMUSG00000109572","Cfap99",91
"ENSMUSG00000029110","Rnf4",2868
"ENSMUSG00000037210","Fam193a",1772
"ENSMUSG00000106678","Gm43457",57
"ENSMUSG00000059866","Tnip2",1017
"ENSMUSG00000054520","Sh3bp2",714
"ENSMUSG00000029106","Add1",10259
"ENSMUSG00000001082","Mfsd10",963
"ENSMUSG00000036693","Nop14",1080
"ENSMUSG00000052783","Grk4",154
"ENSMUSG00000029104","Htt",2945
"ENSMUSG00000029101","Rgs12",4687
"ENSMUSG00000029102","Hgfac",165
"ENSMUSG00000044716","Dok7",47
"ENSMUSG00000029103","Lrpap1",5054
"ENSMUSG00000045318","Adra2c",9
"ENSMUSG00000036596","Cpz",138
"ENSMUSG00000106928","Gm43860",48
"ENSMUSG00000083907","Plk-ps1",35
"ENSMUSG00000029097","Trmt44",271
"ENSMUSG00000029098","Acox3",2318
"ENSMUSG00000029096","Htra3",579
"ENSMUSG00000036553","Sh3tc1",2311
"ENSMUSG00000029095","Ablim2",246
"ENSMUSG00000029094","Afap1",1554
"ENSMUSG00000029093","Sorcs2",1872
"ENSMUSG00000043430","Psapl1",11
"ENSMUSG00000029198","Grpel1",1280
"ENSMUSG00000029196","Tada2b",1347
"ENSMUSG00000050677","Ccdc96",297
"ENSMUSG00000029192","Tbc1d14",1847
"ENSMUSG00000029190","D5Ertd579e",3960
"ENSMUSG00000060708","Bloc1s4",516
"ENSMUSG00000055302","Mrfap1",6263
"ENSMUSG00000029119","Man2b2",3181
"ENSMUSG00000029120","Ppp2r2c",163
"ENSMUSG00000039474","Wfs1",1105
"ENSMUSG00000063646","Jakmip1",154
"ENSMUSG00000029121","Crmp1",66
"ENSMUSG00000029122","Evc",780
"ENSMUSG00000050248","Evc2",528
"ENSMUSG00000062329","Cytl1",1727
"ENSMUSG00000048450","Msx1",216
"ENSMUSG00000029125","Stx18",711
"ENSMUSG00000029126","Nsg1",1838
"ENSMUSG00000029127","Zbtb49",313
"ENSMUSG00000067367","Lyar",814
"ENSMUSG00000067365","Tmem128",768
"ENSMUSG00000051596","Otop1",55
"ENSMUSG00000005107","Slc2a9",453
"ENSMUSG00000005103","Wdr1",5847
"ENSMUSG00000046572","Zfp518b",451
"ENSMUSG00000039315","Clnk",40
"ENSMUSG00000107134","Gm42528",220
"ENSMUSG00000051022","Hs3st1",812
"ENSMUSG00000083261","Gm7816",19
"ENSMUSG00000029128","Rab28",1531
"ENSMUSG00000061755","Bod1l",3900
"ENSMUSG00000039782","Cpeb2",1191
"ENSMUSG00000061535","C1qtnf7",1414
"ENSMUSG00000039765","Cc2d2a",1306
"ENSMUSG00000039753","Fbxl5",3067
"ENSMUSG00000029082","Bst1",45
"ENSMUSG00000029084","Cd38",1904
"ENSMUSG00000048373","Fgfbp1",479
"ENSMUSG00000029086","Prom1",1628
"ENSMUSG00000046985","Tapt1",2596
"ENSMUSG00000104784","Gm42984",33
"ENSMUSG00000039706","Ldb2",2947
"ENSMUSG00000015806","Qdpr",1551
"ENSMUSG00000039682","Lap3",1479
"ENSMUSG00000015804","Med28",1584
"ENSMUSG00000015880","Ncapg",67
"ENSMUSG00000015882","Lcorl",794
"ENSMUSG00000031558","Slit2",2412
"ENSMUSG00000029089","5730480H06Rik",296
"ENSMUSG00000029088","Kcnip4",99
"ENSMUSG00000029090","Adgra3",2818
"ENSMUSG00000029167","Ppargc1a",237
"ENSMUSG00000029169","Dhx15",5047
"ENSMUSG00000097145","9230114K14Rik",89
"ENSMUSG00000106464","C130083M11Rik",138
"ENSMUSG00000072941","Sod3",9620
"ENSMUSG00000045790","Ccdc149",439
"ENSMUSG00000039252","Lgi2",513
"ENSMUSG00000029173","Sepsecs",1287
"ENSMUSG00000029186","Pi4k2b",4380
"ENSMUSG00000029179","Zcchc4",407
"ENSMUSG00000029176","Anapc4",1727
"ENSMUSG00000106352","5033403H07Rik",27
"ENSMUSG00000029188","Slc34a2",55749
"ENSMUSG00000090642","Gm17182",57
"ENSMUSG00000029189","Sel1l3",157
"ENSMUSG00000061461","Smim20",454
"ENSMUSG00000106981","Gm45495",100
"ENSMUSG00000039191","Rbpj",1197
"ENSMUSG00000029193","Cckar",2746
"ENSMUSG00000039178","Tbc1d19",928
"ENSMUSG00000107182","Gm43268",81
"ENSMUSG00000039156","Stim2",2543
"ENSMUSG00000083902","Gm15975",68
"ENSMUSG00000097216","4932441J04Rik",20
"ENSMUSG00000029108","Pcdh7",431
"ENSMUSG00000037999","Arap2",3423
"ENSMUSG00000090061","Nwd2",56
"ENSMUSG00000060512","0610040J01Rik",525
"ENSMUSG00000047881","Rell1",1826
"ENSMUSG00000029171","Pgm1",906
"ENSMUSG00000029174","Tbc1d1",1459
"ENSMUSG00000105402","Gm3716",66
"ENSMUSG00000097640","Gm20033",82
"ENSMUSG00000029178","Klf3",7909
"ENSMUSG00000106205","C230096K16Rik",65
"ENSMUSG00000044827","Tlr1",271
"ENSMUSG00000051498","Tlr6",248
"ENSMUSG00000029185","Fam114a1",1375
"ENSMUSG00000037913","Tmem156",101
"ENSMUSG00000054920","Klhl5",8882
"ENSMUSG00000037890","Wdr19",955
"ENSMUSG00000029191","Rfc1",1664
"ENSMUSG00000029195","Klb",18
"ENSMUSG00000047215","Rpl9",11461
"ENSMUSG00000029199","Lias",780
"ENSMUSG00000029201","Ugdh",1657
"ENSMUSG00000037822","Smim14",5059
"ENSMUSG00000105601","Gm42725",19
"ENSMUSG00000029203","Ube2k",2524
"ENSMUSG00000029202","Pds5a",3914
"ENSMUSG00000106767","Gm42727",40
"ENSMUSG00000106978","N4bp2os",124
"ENSMUSG00000037795","N4bp2",830
"ENSMUSG00000029204","Rhoh",230
"ENSMUSG00000054598","9130230L23Rik",85
"ENSMUSG00000070780","Rbm47",1545
"ENSMUSG00000029206","Nsun7",57
"ENSMUSG00000029207","Apbb2",2243
"ENSMUSG00000029223","Uchl1",53
"ENSMUSG00000037736","Limch1",30811
"ENSMUSG00000107319","Gm42670",34
"ENSMUSG00000037720","Tmem33",2698
"ENSMUSG00000029221","Slc30a9",2609
"ENSMUSG00000092060","Bend4",327
"ENSMUSG00000050010","Shisa3",59
"ENSMUSG00000037685","Atp8a1",12466
"ENSMUSG00000107041","Gm42735",40
"ENSMUSG00000085363","Gm15478",24
"ENSMUSG00000037653","Kctd8",102
"ENSMUSG00000029158","Yipf7",12
"ENSMUSG00000029208","Guf1",735
"ENSMUSG00000029209","Gnpda2",669
"ENSMUSG00000029211","Gabra4",60
"ENSMUSG00000029212","Gabrb1",88
"ENSMUSG00000029213","Commd8",1171
"ENSMUSG00000046808","Atp10d",2660
"ENSMUSG00000005220","Corin",185
"ENSMUSG00000072889","Nfxl1",675
"ENSMUSG00000067219","Nipal1",228
"ENSMUSG00000054892","Txk",97
"ENSMUSG00000029217","Tec",533
"ENSMUSG00000036087","Slain2",4293
"ENSMUSG00000070733","Fryl",4379
"ENSMUSG00000107171","Gm42572",19
"ENSMUSG00000029152","Ociad1",4452
"ENSMUSG00000107331","Gm42732",135
"ENSMUSG00000029153","Ociad2",887
"ENSMUSG00000051674","Dcun1d4",997
"ENSMUSG00000029156","Sgcb",1505
"ENSMUSG00000029155","Spata18",1067
"ENSMUSG00000054814","Usp46",2738
"ENSMUSG00000106943","Dancr",23
"ENSMUSG00000049907","Rasl11b",894
"ENSMUSG00000062110","Scfd2",392
"ENSMUSG00000029227","Fip1l1",2943
"ENSMUSG00000029228","Lnx1",208
"ENSMUSG00000029229","Chic2",1461
"ENSMUSG00000029231","Pdgfra",7270
"ENSMUSG00000005672","Kit",8144
"ENSMUSG00000062960","Kdr",26445
"ENSMUSG00000029233","Srd5a3",987
"ENSMUSG00000029234","Tmem165",2541
"ENSMUSG00000029238","Clock",3229
"ENSMUSG00000106831","Ube2n-ps1",13
"ENSMUSG00000036435","Exoc1",1505
"ENSMUSG00000036403","Cep135",672
"ENSMUSG00000036377","C530008M17Rik",353
"ENSMUSG00000055923","Aasdh",318
"ENSMUSG00000029246","Ppat",1010
"ENSMUSG00000072852","2310040G07Rik",48
"ENSMUSG00000029247","Paics",4828
"ENSMUSG00000036323","Srp72",3331
"ENSMUSG00000029248","Thegl",29
"ENSMUSG00000059325","Hopx",20655
"ENSMUSG00000087541","Hopxos",144
"ENSMUSG00000053030","Spink2",30
"ENSMUSG00000029249","Rest",1436
"ENSMUSG00000036285","Noa1",419
"ENSMUSG00000029250","Polr2b",2685
"ENSMUSG00000036256","Igfbp7",15933
"ENSMUSG00000037605","Adgrl3",2710
"ENSMUSG00000087431","Gm16054",62
"ENSMUSG00000049537","Tecrl",53
"ENSMUSG00000029253","Cenpc1",600
"ENSMUSG00000029254","Stap1",220
"ENSMUSG00000035898","Uba6",985
"ENSMUSG00000035851","Ythdc1",3385
"ENSMUSG00000029273","Sult1d1",1303
"ENSMUSG00000067149","Jchain",13443
"ENSMUSG00000070697","Utp3",1206
"ENSMUSG00000029291","Rufy3",747
"ENSMUSG00000044221","Grsf1",2464
"ENSMUSG00000006262","Mob1b",3002
"ENSMUSG00000029366","Dck",475
"ENSMUSG00000060961","Slc4a4",1173
"ENSMUSG00000043635","Adamts3",76
"ENSMUSG00000035505","Cox18",226
"ENSMUSG00000055204","Ankrd17",4869
"ENSMUSG00000054945","Gm9958",41
"ENSMUSG00000029368","Alb",19
"ENSMUSG00000054932","Afp",40
"ENSMUSG00000029370","Rassf6",175
"ENSMUSG00000029371","Cxcl5",111
"ENSMUSG00000029372","Ppbp",284
"ENSMUSG00000029373","Pf4",436
"ENSMUSG00000029379","Cxcl3",19
"ENSMUSG00000029375","Cxcl15",26211
"ENSMUSG00000093082","Gm24322",20
"ENSMUSG00000106957","Gm43085",3072
"ENSMUSG00000029380","Cxcl1",80
"ENSMUSG00000058427","Cxcl2",41
"ENSMUSG00000029376","Mthfd2l",285
"ENSMUSG00000029377","Ereg",45
"ENSMUSG00000029378","Mcub",255
"ENSMUSG00000082361","Btc",132
"ENSMUSG00000034981","Parm1",894
"ENSMUSG00000029397","Rchy1",1590
"ENSMUSG00000107200","Gm43039",43
"ENSMUSG00000102644","Thap6",312
"ENSMUSG00000029403","Cdkl2",1064
"ENSMUSG00000097479","Gm26582",21
"ENSMUSG00000029405","G3bp2",2515
"ENSMUSG00000029407","Uso1",3381
"ENSMUSG00000029410","Ppef2",48
"ENSMUSG00000029413","Naaa",3605
"ENSMUSG00000029415","Sdad1",849
"ENSMUSG00000029417","Cxcl9",80
"ENSMUSG00000034842","Art3",855
"ENSMUSG00000034855","Cxcl10",80
"ENSMUSG00000034826","Nup54",751
"ENSMUSG00000029426","Scarb2",14609
"ENSMUSG00000057068","Fam47e",349
"ENSMUSG00000047963","Stbd1",1580
"ENSMUSG00000050050","Ccdc158",53
"ENSMUSG00000029381","Shroom3",7687
"ENSMUSG00000045314","Sowahb",245
"ENSMUSG00000107374","Gm43172",17
"ENSMUSG00000058013","11-Sep",3809
"ENSMUSG00000107019","Gm43682",86
"ENSMUSG00000063015","Ccni",8451
"ENSMUSG00000106870","Gm43681",71
"ENSMUSG00000029385","Ccng2",1941
"ENSMUSG00000023078","Cxcl13",384
"ENSMUSG00000107092","Gm7993",487
"ENSMUSG00000034724","Cnot6l",3470
"ENSMUSG00000029486","Mrpl1",449
"ENSMUSG00000034687","Fras1",375
"ENSMUSG00000029484","Anxa3",8711
"ENSMUSG00000034663","Bmp2k",1196
"ENSMUSG00000055725","Paqr3",192
"ENSMUSG00000029338","Antxr2",3976
"ENSMUSG00000035456","Prdm8",65
"ENSMUSG00000057816","1700007G11Rik",161
"ENSMUSG00000105814","Mir703",92
"ENSMUSG00000029335","Bmp3",2611
"ENSMUSG00000029334","Prkg2",608
"ENSMUSG00000089809","Rasgef1b",2225
"ENSMUSG00000000568","Hnrnpd",4924
"ENSMUSG00000035364","4930524J08Rik",14
"ENSMUSG00000029328","Hnrnpdl",5203
"ENSMUSG00000029326","Enoph1",675
"ENSMUSG00000050640","Tmem150c",125
"ENSMUSG00000035325","Sec31a",4921
"ENSMUSG00000097772","5430416N02Rik",140
"ENSMUSG00000035310","Lin54",722
"ENSMUSG00000035297","Cops4",1473
"ENSMUSG00000029322","Plac8",949
"ENSMUSG00000029319","Coq2",1168
"ENSMUSG00000085269","Gm15777",48
"ENSMUSG00000035273","Hpse",457
"ENSMUSG00000035266","Helq",346
"ENSMUSG00000016833","Mrps18c",504
"ENSMUSG00000104761","Gm43511",36
"ENSMUSG00000035234","Abraxas1",175
"ENSMUSG00000087611","4930458D05Rik",17
"ENSMUSG00000029314","Gpat3",388
"ENSMUSG00000029330","Cds1",2010
"ENSMUSG00000105632","Gm43272",36
"ENSMUSG00000043940","Wdfy3",6066
"ENSMUSG00000092354","Gm20548",29
"ENSMUSG00000057315","Arhgap24",757
"ENSMUSG00000046709","Mapk10",172
"ENSMUSG00000034573","Ptpn13",3840
"ENSMUSG00000029321","Slc10a6",930
"ENSMUSG00000029313","Aff1",7337
"ENSMUSG00000029312","Klhl8",408
"ENSMUSG00000029311","Hsd17b11",4842
"ENSMUSG00000029310","Nudt9",1628
"ENSMUSG00000029309","Sparcl1",25834
"ENSMUSG00000097877","Gm26703",16
"ENSMUSG00000029306","Ibsp",3
"ENSMUSG00000029304","Spp1",2644
"ENSMUSG00000034462","Pkd2",5937
"ENSMUSG00000079065","BC005561",359
"ENSMUSG00000097392","D930016D06Rik",196
"ENSMUSG00000072774","Zfp951",97
"ENSMUSG00000029299","Abcg3",103
"ENSMUSG00000034438","Gbp8",282
"ENSMUSG00000029298","Gbp9",3922
"ENSMUSG00000079363","Gbp4",6589
"ENSMUSG00000079362","Gm43302",45
"ENSMUSG00000105096","Gbp10",75
"ENSMUSG00000104713","Gbp6",91
"ENSMUSG00000092021","Gbp11",104
"ENSMUSG00000070639","Lrrc8b",4679
"ENSMUSG00000105826","Gm42141",17
"ENSMUSG00000054720","Lrrc8c",3745
"ENSMUSG00000046079","Lrrc8d",1737
"ENSMUSG00000029290","Zfp326",1140
"ENSMUSG00000049606","Zfp644",1901
"ENSMUSG00000029283","Cdc7",203
"ENSMUSG00000029287","Tgfbr3",4033
"ENSMUSG00000029279","Brdt",113
"ENSMUSG00000106396","Gm42902",14
"ENSMUSG00000033805","Ephx4",99
"ENSMUSG00000111375","Btbd8",45
"ENSMUSG00000044060",NA,75
"ENSMUSG00000029276","Glmn",163
"ENSMUSG00000033773","Rpap2",433
"ENSMUSG00000029275","Gfi1",42
"ENSMUSG00000011831","Evi5",2868
"ENSMUSG00000058558","Rpl5",13503
"ENSMUSG00000077222","Gm22270",26
"ENSMUSG00000029270","Fam69a",803
"ENSMUSG00000029267","Mtf2",956
"ENSMUSG00000063406","Tmed5",2318
"ENSMUSG00000056531","Ccdc18",30
"ENSMUSG00000029265","Dr1",2113
"ENSMUSG00000029263","Pigg",1205
"ENSMUSG00000105867","Gm42517",35
"ENSMUSG00000072769","Gm10419",76
"ENSMUSG00000050856","Atp5k",1266
"ENSMUSG00000029490","Mfsd7a",203
"ENSMUSG00000033623","Pcgf3",2538
"ENSMUSG00000033615","Cplx1",20
"ENSMUSG00000062234","Gak",4575
"ENSMUSG00000013495","Tmem175",723
"ENSMUSG00000004815","Dgkq",610
"ENSMUSG00000033540","Idua",533
"ENSMUSG00000046959","Slc26a1",25
"ENSMUSG00000008090","Fgfrl1",1208
"ENSMUSG00000033467","Crlf2",1112
"ENSMUSG00000072763","5430403G16Rik",99
"ENSMUSG00000072762","4930522L14Rik",104
"ENSMUSG00000105044","Gm10416",19
"ENSMUSG00000097140","Gm26779",57
"ENSMUSG00000090015","Gm15446",247
"ENSMUSG00000066613","Zfp932",256
"ENSMUSG00000090963","Gm17655",87
"ENSMUSG00000109771","Gm35315",20
"ENSMUSG00000064247","Plcxd1",126
"ENSMUSG00000033434","Gtpbp6",488
"ENSMUSG00000023284","Zfp605",260
"ENSMUSG00000014668","Chfr",1463
"ENSMUSG00000105541","Gm43136",15
"ENSMUSG00000086247","Gm15787",70
"ENSMUSG00000029502","Golga3",3233
"ENSMUSG00000029501","Ankle2",1934
"ENSMUSG00000029500","Pgam5",432
"ENSMUSG00000087439","Gm15788",30
"ENSMUSG00000029499","Pxmp2",382
"ENSMUSG00000007080","Pole",175
"ENSMUSG00000029503","P2rx2",32
"ENSMUSG00000043323","Fbrsl1",1718
"ENSMUSG00000097904","Gm26711",28
"ENSMUSG00000033316","Galnt9",34
"ENSMUSG00000033294","Noc4l",370
"ENSMUSG00000029504","Ddx51",608
"ENSMUSG00000105161","Gm42595",69
"ENSMUSG00000029505","Ep400",4347
"ENSMUSG00000086401","Gm15559",16
"ENSMUSG00000029507","Pus1",557
"ENSMUSG00000029512","Ulk1",2727
"ENSMUSG00000043510","Hscb",413
"ENSMUSG00000029521","Chek2",135
"ENSMUSG00000033209","Ttc28",3454
"ENSMUSG00000105112","Gm42778",111
"ENSMUSG00000050017","Pitpnb",2960
"ENSMUSG00000070576","Mn1",498
"ENSMUSG00000097767","Miat",24
"ENSMUSG00000029344","Tpst2",2210
"ENSMUSG00000029345","Tfip11",1742
"ENSMUSG00000029346","Srrd",258
"ENSMUSG00000042328","Hps4",550
"ENSMUSG00000105368","Gm43759",54
"ENSMUSG00000058153","Sez6l",18
"ENSMUSG00000072720","Myo18b",190
"ENSMUSG00000042249","Grk3",2734
"ENSMUSG00000029352","Crybb3",26
"ENSMUSG00000051339","2900026A02Rik",3439
"ENSMUSG00000042216","Sgsm1",301
"ENSMUSG00000063430","Wscd2",132
"ENSMUSG00000042190","Cmklr1",3906
"ENSMUSG00000053334","Ficd",671
"ENSMUSG00000018974","Sart3",1389
"ENSMUSG00000025825","Iscu",2663
"ENSMUSG00000054675","Tmem119",1262
"ENSMUSG00000048163","Selplg",2105
"ENSMUSG00000004530","Coro1c",5916
"ENSMUSG00000042121","Ssh1",2257
"ENSMUSG00000029592","Usp30",902
"ENSMUSG00000044339","Alkbh2",82
"ENSMUSG00000029591","Ung",105
"ENSMUSG00000042010","Acacb",1559
"ENSMUSG00000066952","Myo1h",204
"ENSMUSG00000001098","Kctd10",9392
"ENSMUSG00000029577","Ube3b",4481
"ENSMUSG00000029575","Mmab",648
"ENSMUSG00000041939","Mvk",657
"ENSMUSG00000041930","Fam222a",229
"ENSMUSG00000014158","Trpv4",432
"ENSMUSG00000011884","Gltp",3317
"ENSMUSG00000002486","Tchp",556
"ENSMUSG00000041890","Git2",4346
"ENSMUSG00000041870","Ankrd13a",9241
"ENSMUSG00000072694","1500011B03Rik",374
"ENSMUSG00000092486","2610524H06Rik",49
"ENSMUSG00000029561","Oasl2",1583
"ENSMUSG00000041827","Oasl1",70
"ENSMUSG00000029559","2210016L21Rik",887
"ENSMUSG00000029550","Sppl3",2235
"ENSMUSG00000072692","Rpl37rt",110
"ENSMUSG00000029545","Acads",910
"ENSMUSG00000046562","Unc119b",2288
"ENSMUSG00000048578","Mlec",6153
"ENSMUSG00000029544","Cabp1",94
"ENSMUSG00000060152","Pop5",499
"ENSMUSG00000041740","Rnf10",8757
"ENSMUSG00000041733","Coq5",978
"ENSMUSG00000009013","Dynll1",4788
"ENSMUSG00000086368","Gm13830",17
"ENSMUSG00000029538","Srsf9",1731
"ENSMUSG00000029536","Gatc",901
"ENSMUSG00000029535","Triap1",677
"ENSMUSG00000041697","Cox6a1",4090
