"Gene_ID","Gene.name","Count","entrezgene_id"
"ENSMUSG00000035027","Map2k2",2667,26396
"ENSMUSG00000035011","Zbtb7a",6470,16969
"ENSMUSG00000004934","Pias4",998,59004
"ENSMUSG00000034994","Eef2",72073,13629
"ENSMUSG00000034974","Dapk3",1321,13144
"ENSMUSG00000085779","Atcayos",74,NA
"ENSMUSG00000034949","Zfr2",190,103406
"ENSMUSG00000004933","Matk",130,17179
"ENSMUSG00000034932","Mrpl54",536,66047
"ENSMUSG00000004931","Apba3",1085,57267
"ENSMUSG00000034917","Tjp3",1047,27375
"ENSMUSG00000034902","Pip5k1c",5070,18717
"ENSMUSG00000034889","Cactin",1652,70312
"ENSMUSG00000034881","Tbxa2r",397,21390
"ENSMUSG00000034872","Gipc3",343,209047
"ENSMUSG00000020232","Hmg20b",2057,15353
"ENSMUSG00000034854","Mfsd12",1454,73822
"ENSMUSG00000020234","4930404N11Rik",83,NA
"ENSMUSG00000020235","Fzr1",1300,56371
"ENSMUSG00000078440","Dohh",987,102115
"ENSMUSG00000078439","Smim24",92,72273
"ENSMUSG00000055053","Nfic",9674,18029
"ENSMUSG00000034818","Celf5",54,319586
"ENSMUSG00000020238","Ncln",2965,103425
"ENSMUSG00000044199","S1pr4",791,13611
"ENSMUSG00000034792","Gna15",248,14676
"ENSMUSG00000034781","Gna11",4642,14672
"ENSMUSG00000054452","Aes",11110,NA
"ENSMUSG00000034771","Tle2",1425,21886
"ENSMUSG00000034758","Tle6",276,114606
"ENSMUSG00000074862","BC025920",28,NA
"ENSMUSG00000034748","Sirt6",476,50721
"ENSMUSG00000054708","Ankrd24",412,70615
"ENSMUSG00000096856","Gm10778",12,100233208
"ENSMUSG00000096795","Zfp433",53,73610
"ENSMUSG00000061371","Zfp873",183,408062
"ENSMUSG00000078435","AU041133",146,216177
"ENSMUSG00000062931","Zfp938",262,237411
"ENSMUSG00000073427","Gm4924",135,237412
"ENSMUSG00000063320","1190007I07Rik",103,NA
"ENSMUSG00000034674","Tdg",381,21665
"ENSMUSG00000020251","Glt8d2",277,74782
"ENSMUSG00000020246","Hcfc2",1015,67933
"ENSMUSG00000020248","Nfyb",721,18045
"ENSMUSG00000020250","Txnrd1",4848,50493
"ENSMUSG00000034612","Chst11",1201,58250
"ENSMUSG00000034591","Slc41a2",542,338365
"ENSMUSG00000020255","D10Wsu102e",945,NA
"ENSMUSG00000020256","Aldh1l2",55,216188
"ENSMUSG00000034560","Washc4",2005,319277
"ENSMUSG00000020263","Appl2",3536,216190
"ENSMUSG00000087651","1500009L16Rik",61,69784
"ENSMUSG00000111875","Gm5425",18,NA
"ENSMUSG00000020032","Nuak1",1625,77976
"ENSMUSG00000111583","Gm47962",20,NA
"ENSMUSG00000111514","E230014E18Rik",21,NA
"ENSMUSG00000046841","Ckap4",1800,216197
"ENSMUSG00000020034","Tcp11l2",2033,216198
"ENSMUSG00000097309","Gm17249",44,NA
"ENSMUSG00000034453","Polr3b",828,70428
"ENSMUSG00000020037","Rfx4",14,71137
"ENSMUSG00000035620","Ric8b",1133,237422
"ENSMUSG00000060935","Tmem263",868,103266
"ENSMUSG00000049038","Mterf2",116,74238
"ENSMUSG00000020038","Cry1",1324,12952
"ENSMUSG00000020042","Btbd11",156,NA
"ENSMUSG00000001785","Pwp1",860,103136
"ENSMUSG00000035529","Prdm4",1160,72843
"ENSMUSG00000001783","Rtcb",3746,28088
"ENSMUSG00000097692","A230060F14Rik",22,NA
"ENSMUSG00000001786","Fbxo7",759,69754
"ENSMUSG00000059602","Syn3",137,27204
"ENSMUSG00000020044","Timp3",38592,21859
"ENSMUSG00000097412","1810014B01Rik",98,NA
"ENSMUSG00000020048","Hsp90b1",17480,22027
"ENSMUSG00000084899","Gm15344",41,NA
"ENSMUSG00000044937","Ttc41",99,103220
"ENSMUSG00000054027","Nt5dc3",1444,103466
"ENSMUSG00000035459","Stab2",100,192188
"ENSMUSG00000020052","Ascl1",54,17172
"ENSMUSG00000020053","Igf1",481,16000
"ENSMUSG00000035365","Parpbp",23,75317
"ENSMUSG00000035351","Nup37",160,69736
"ENSMUSG00000020056","Washc3",521,67282
"ENSMUSG00000020057","Dram1",10767,71712
"ENSMUSG00000035311","Gnptab",2928,432486
"ENSMUSG00000096945","Gm26546",16,NA
"ENSMUSG00000060002","Chpt1",5955,212862
"ENSMUSG00000020059","Sycp3",25,20962
"ENSMUSG00000020061","Mybpc1",0,109272
"ENSMUSG00000004359","Spic",22,20728
"ENSMUSG00000060904","Arl1",4440,104303
"ENSMUSG00000004356","Utp20",1115,70683
"ENSMUSG00000020062","Slc5a8",55,216225
"ENSMUSG00000074802","Gas2l3",205,237436
"ENSMUSG00000047638","Nr1h4",33,20186
"ENSMUSG00000069539","Scyl2",1393,213326
"ENSMUSG00000019948","Actr6",286,67019
"ENSMUSG00000019951","Uhrf1bp1l",2838,NA
"ENSMUSG00000058589","Anks1b",22,77531
"ENSMUSG00000019979","Apaf1",1216,11783
"ENSMUSG00000019975","Ikbip",968,67454
"ENSMUSG00000061904","Slc25a3",9840,18674
"ENSMUSG00000019961","Tmpo",4155,21917
"ENSMUSG00000097664","Gm26765",13,NA
"ENSMUSG00000019988","Nedd1",740,17997
"ENSMUSG00000020014","Cfap54",790,380654
"ENSMUSG00000020015","Cdk17",1807,237459
"ENSMUSG00000008398","Elk3",5104,13713
"ENSMUSG00000111531","Gm32688",8,102635316
"ENSMUSG00000110647","Gm17745",18,NA
"ENSMUSG00000015889","Lta4h",1307,16993
"ENSMUSG00000020017","Hal",227,15109
"ENSMUSG00000015890","Amdhd1",15,71761
"ENSMUSG00000036168","Ccdc38",25,237465
"ENSMUSG00000020018","Snrpf",506,69878
"ENSMUSG00000020019","Ntn4",6022,57764
"ENSMUSG00000085723","Gm15915",19,100504069
"ENSMUSG00000036112","Metap2",4511,56307
"ENSMUSG00000036099","Vezt",996,215008
"ENSMUSG00000020021","Fgd6",1390,13998
"ENSMUSG00000005897","Nr2c1",720,22025
"ENSMUSG00000020022","Ndufa12",1385,66414
"ENSMUSG00000020023","Tmcc3",5869,319880
"ENSMUSG00000097164","Cep83os",469,NA
"ENSMUSG00000020024","Cep83",1363,77048
"ENSMUSG00000074785","Plxnc1",1683,54712
"ENSMUSG00000045867","Cradd",395,12905
"ENSMUSG00000020027","Socs2",3646,216233
"ENSMUSG00000097766","5730420D15Rik",13,70523
"ENSMUSG00000062981","Mrpl42",874,67270
"ENSMUSG00000074781","Ube2n",2047,93765
"ENSMUSG00000020029","Nudt4",6637,71207
"ENSMUSG00000036499","Eea1",2913,216238
"ENSMUSG00000036478","Btg1",5352,12226
"ENSMUSG00000019929","Dcn",4703,13179
"ENSMUSG00000036446","Lum",401,17022
"ENSMUSG00000019943","Atp2b1",8865,67972
"ENSMUSG00000019952","Poc1b",827,382406
"ENSMUSG00000090035","Galnt4",1552,14426
"ENSMUSG00000019960","Dusp6",4908,67603
"ENSMUSG00000090665","Gad1-ps",124,NA
"ENSMUSG00000019966","Kitl",13125,17311
"ENSMUSG00000036676","Tmtc3",1747,237500
"ENSMUSG00000019971","Cep290",836,216274
"ENSMUSG00000046567","4930430F08Rik",232,NA
"ENSMUSG00000044921","Rassf9",806,237504
"ENSMUSG00000019892","Lrriq1",318,74978
"ENSMUSG00000019894","Slc6a15",201,103098
"ENSMUSG00000036019","Tmtc2",1415,278279
"ENSMUSG00000085282","Gm15663",129,327812
"ENSMUSG00000036009","Mettl25",256,216292
"ENSMUSG00000019897","Ccdc59",913,52713
"ENSMUSG00000053825","Ppfia2",25,327814
"ENSMUSG00000035948","Acss3",195,380660
"ENSMUSG00000035916","Ptprq",29,237523
"ENSMUSG00000019907","Ppp1r12a",3382,17931
"ENSMUSG00000035873","Pawr",1292,114774
"ENSMUSG00000035864","Syt1",22,20979
"ENSMUSG00000020181","Nav3",67,260315
"ENSMUSG00000020185","E2f7",81,52679
"ENSMUSG00000020186","Csrp2",1051,13008
"ENSMUSG00000035798","Zdhhc17",1337,320150
"ENSMUSG00000091086","Rpl6l",27,432502
"ENSMUSG00000020189","Osbpl8",3154,237542
"ENSMUSG00000035759","Bbs10",101,71769
"ENSMUSG00000058799","Nap1l1",7153,53605
"ENSMUSG00000020205","Phlda1",2091,21664
"ENSMUSG00000063334","Krr1",1431,52705
"ENSMUSG00000056888","Glipr1",538,73690
"ENSMUSG00000035694","Caps2",83,353025
"ENSMUSG00000074748","Atxn7l3b",4680,382423
"ENSMUSG00000020130","Tbc1d15",2353,66687
"ENSMUSG00000020132","Rab21",2855,216344
"ENSMUSG00000069520","Tmem19",1221,67226
"ENSMUSG00000020137","Thap2",569,66816
"ENSMUSG00000034163","Zfc3h1",2172,216345
"ENSMUSG00000020140","Lgr5",24,14160
"ENSMUSG00000034127","Tspan8",5011,216350
"ENSMUSG00000020151","Ptprr",49,19279
"ENSMUSG00000020154","Ptprb",49289,19263
"ENSMUSG00000054934","Kcnmb4",80,58802
"ENSMUSG00000020166","Cnot2",2018,72068
"ENSMUSG00000052291","5330438D12Rik",96,102633868
"ENSMUSG00000064181","Rab3ip",1211,216363
"ENSMUSG00000031294","D630029K05Rik",61,103175
"ENSMUSG00000020169","Best3",113,382427
"ENSMUSG00000060187","Lrrc10",42,237560
"ENSMUSG00000034024","Cct2",4617,12461
"ENSMUSG00000020170","Frs2",2268,327826
"ENSMUSG00000020171","Yeats4",1204,64050
"ENSMUSG00000020177","9530003J23Rik",15,NA
"ENSMUSG00000069516","Lyz2",135420,17105
"ENSMUSG00000069515","Lyz1",12147,17110
"ENSMUSG00000055531","Cpsf6",3019,432508
"ENSMUSG00000020183","Cpm",5666,70574
"ENSMUSG00000020184","Mdm2",2851,17246
"ENSMUSG00000060181","Slc35e3",997,215436
"ENSMUSG00000052798","Nup107",717,103468
"ENSMUSG00000052681","Rap1b",11041,215449
"ENSMUSG00000020212","Mdm1",549,17245
"ENSMUSG00000028630","Dyrk2",1562,69181
"ENSMUSG00000104443","4932442E05Rik",36,NA
"ENSMUSG00000020114","Cand1",3137,71902
"ENSMUSG00000034813","Grip1",169,74053
"ENSMUSG00000020228","Helb",553,117599
"ENSMUSG00000020227","Irak3",418,73914
"ENSMUSG00000020225","Tmbim4",1642,68212
"ENSMUSG00000020224","Llph",649,66225
"ENSMUSG00000056758","Hmga2",19,15364
"ENSMUSG00000051236","Msrb3",4487,320183
"ENSMUSG00000087480","Gm15910",24,100504616
"ENSMUSG00000048661","Lemd3",1356,380664
"ENSMUSG00000020218","Wif1",579,24117
"ENSMUSG00000052302","Tbc1d30",1583,74694
"ENSMUSG00000034707","Gns",12828,75612
"ENSMUSG00000025795","Rassf3",6197,192678
"ENSMUSG00000020115","Tbk1",2250,56480
"ENSMUSG00000034667","Xpot",3294,73192
"ENSMUSG00000047642","D930020B18Rik",34,216393
"ENSMUSG00000053684","BC048403",446,NA
"ENSMUSG00000020121","Srgap1",983,117600
"ENSMUSG00000034620","Tmem5",1039,NA
"ENSMUSG00000020123","Avpr1a",125,54140
"ENSMUSG00000034613","Ppm1h",1038,319468
"ENSMUSG00000034602","Mon2",4143,67074
"ENSMUSG00000020124","Usp15",1803,14479
"ENSMUSG00000044071","Fam19a2",11,NA
"ENSMUSG00000020102","Slc16a7",1883,20503
"ENSMUSG00000020105","Lrig3",409,320398
"ENSMUSG00000025436","Atp23",105,68876
"ENSMUSG00000078429","Ctdsp2",12278,52468
"ENSMUSG00000025432","Avil",49,11567
"ENSMUSG00000040521","Tsfm",392,66399
"ENSMUSG00000006732","Mettl1",256,17299
"ENSMUSG00000040502","9-Mar",472,NA
"ENSMUSG00000006728","Cdk4",2510,12567
"ENSMUSG00000006736","Tspan31",1429,67125
"ENSMUSG00000025422","Agap2",339,216439
"ENSMUSG00000040462","Os9",8868,216440
"ENSMUSG00000006731","B4galnt1",3298,14421
"ENSMUSG00000040441","Slc26a10",57,216441
"ENSMUSG00000019467","Arhgef25",1018,52666
"ENSMUSG00000040415","Dtx3",1840,80904
"ENSMUSG00000097331","F420014N23Rik",51,100038591
"ENSMUSG00000025417","Pip4k2c",3863,117150
"ENSMUSG00000074657","Kif5a",146,16572
"ENSMUSG00000025410","Dctn2",3754,69654
"ENSMUSG00000025409","Mbd6",2824,110962
"ENSMUSG00000092593","Gm20492",22,NA
"ENSMUSG00000025408","Ddit3",742,13198
"ENSMUSG00000025408","Ddit3",742,NA
"ENSMUSG00000040354","Mars",1551,NA
"ENSMUSG00000040345","Arhgap9",843,216445
"ENSMUSG00000025407","Gli1",225,14632
"ENSMUSG00000025404","R3hdm2",4269,71750
"ENSMUSG00000040287","Stac3",33,237611
"ENSMUSG00000040280","Ndufa4l2",490,407790
"ENSMUSG00000025403","Shmt2",789,108037
"ENSMUSG00000040249","Lrp1",25673,16971
"ENSMUSG00000002147","Stat6",5128,20852
"ENSMUSG00000025402","Nab2",1061,17937
"ENSMUSG00000040195","Nemp1",513,72243
"ENSMUSG00000040195","Nemp1",513,210035
"ENSMUSG00000044617","Zbtb39",1119,320080
"ENSMUSG00000058396","Gpr182",2185,11536
"ENSMUSG00000089789","Rdh1",21,107605
"ENSMUSG00000025395","Prim1",203,19075
"ENSMUSG00000061315","Naca",7648,17938
"ENSMUSG00000071072","Ptges3",3664,56351
"ENSMUSG00000025393","Atp5b",19054,NA
"ENSMUSG00000040054","Baz2a",5191,116848
"ENSMUSG00000040043","Rbms2",4162,56516
"ENSMUSG00000044005","Gls2",37,216456
"ENSMUSG00000051346","Spryd4",228,66701
"ENSMUSG00000039994","Timeless",970,21853
"ENSMUSG00000040033","Stat2",2311,20847
"ENSMUSG00000005682","Pan2",1469,103135
"ENSMUSG00000025381","Cnpy2",1390,56530
"ENSMUSG00000005683","Cs",5171,12974
"ENSMUSG00000039914","Coq10a",689,210582
"ENSMUSG00000014498","Ankrd52",2428,237615
"ENSMUSG00000090761","Gm17201",148,NA
"ENSMUSG00000039878","Slc39a5",11,72002
"ENSMUSG00000025374","Nabp2",1168,69917
"ENSMUSG00000025373","Rnf41",1233,67588
"ENSMUSG00000025369","Smarcc2",7274,68094
"ENSMUSG00000090841","Myl6",16257,17904
"ENSMUSG00000039824","Myl6b",57,216459
"ENSMUSG00000097353","A430046D13Rik",121,NA
"ENSMUSG00000025366","Esyt1",6313,23943
"ENSMUSG00000100548","Gm29585",31,NA
"ENSMUSG00000039810","Zc3h10",676,103284
"ENSMUSG00000093674","Rpl41",10489,67945
"ENSMUSG00000025364","Pa2g4",2669,18813
"ENSMUSG00000018166","Erbb3",2743,13867
"ENSMUSG00000025362","Rps26",6102,27370
"ENSMUSG00000002578","Ikzf4",189,22781
"ENSMUSG00000049858","Suox",741,211389
"ENSMUSG00000000711","Rab5b",5171,19344
"ENSMUSG00000025358","Cdk2",707,12566
"ENSMUSG00000025359","Pmel",25,20431
"ENSMUSG00000025357","Dgka",2331,13139
"ENSMUSG00000064030","Pym1",506,78428
"ENSMUSG00000025355","Mmp19",1541,58223
"ENSMUSG00000047090","Tmem198b",420,73827
"ENSMUSG00000025354","Dnajc14",3339,74330
"ENSMUSG00000025353","Ormdl2",569,66844
"ENSMUSG00000078427","Sarnp",948,66118
"ENSMUSG00000025352","Gdf11",191,14561
"ENSMUSG00000025351","Cd63",6653,12512
"ENSMUSG00000025350","Rdh5",109,19682
"ENSMUSG00000090247","Bloc1s1",824,14533
"ENSMUSG00000025348","Itga7",1224,16404
"ENSMUSG00000034833","Tespa1",65,67596
"ENSMUSG00000040540","Gm9770",34,NA
"ENSMUSG00000005534","Insr",3694,16337
"ENSMUSG00000074497","A430078G23Rik",236,NA
"ENSMUSG00000004568","Arhgef18",4500,102098
"ENSMUSG00000069633","Pex11g",177,69129
"ENSMUSG00000047264","Zfp358",737,140482
"ENSMUSG00000004567","Mcoln1",1651,94178
"ENSMUSG00000004565","Pnpla6",1928,50767
"ENSMUSG00000044433","Camsap3",743,69697
"ENSMUSG00000019470","Xab2",1881,67439
"ENSMUSG00000087687","Pet100",343,100503890
"ENSMUSG00000004626","Stxbp2",2751,20911
"ENSMUSG00000012705","Retn",126,57264
"ENSMUSG00000013974","Mcemp1",491,69189
"ENSMUSG00000089665","Fcor",38,100503924
"ENSMUSG00000040236","Trappc5",1328,66682
"ENSMUSG00000005540","Fcer2a",553,14128
"ENSMUSG00000074491","Clec4g",121,75863
"ENSMUSG00000031494","Cd209a",294,170786
"ENSMUSG00000040197","Cd209e",15,170780
"ENSMUSG00000031495","Cd209d",44,170779
"ENSMUSG00000065987","Cd209b",127,69165
"ENSMUSG00000040165","Cd209c",49,170776
"ENSMUSG00000051906","Cd209f",177,69142
"ENSMUSG00000079168","Cd209g",68,70192
"ENSMUSG00000011832","Evi5l",853,213027
"ENSMUSG00000064125","Prr36",108,73072
"ENSMUSG00000046589","Lrrc8e",401,72267
"ENSMUSG00000002948","Map2k7",1622,26400
"ENSMUSG00000089736","Tgfbr3l",115,100044509
"ENSMUSG00000011837","Snapc2",414,102209
"ENSMUSG00000048644","Ctxn1",526,330695
"ENSMUSG00000002949","Timm44",1055,21856
"ENSMUSG00000040028","Elavl1",2006,15568
"ENSMUSG00000023235","Ccl25",166,20300
"ENSMUSG00000008206","Cers4",2760,67260
"ENSMUSG00000058748","Zfp958",309,233987
"ENSMUSG00000109489","Gm7451",18,NA
"ENSMUSG00000022322","Shcbp1",32,20419
"ENSMUSG00000043192","Gm1840",82,NA
"ENSMUSG00000001300","Efnb2",13553,13642
"ENSMUSG00000108912","E230020D15Rik",70,NA
"ENSMUSG00000040459","Arglu1",4993,234023
"ENSMUSG00000049717","Lig4",484,319583
"ENSMUSG00000040396","Abhd13",1915,68904
"ENSMUSG00000031497","Tnfsf13b",1134,24099
"ENSMUSG00000039057","Myo16",122,244281
"ENSMUSG00000038917","3930402G23Rik",27,665306
"ENSMUSG00000038894","Irs2",2578,384783
"ENSMUSG00000085573","Gm15418",16,NA
"ENSMUSG00000031502","Col4a1",27020,12826
"ENSMUSG00000031503","Col4a2",24903,12827
"ENSMUSG00000031504","Rab20",321,19332
"ENSMUSG00000096957","E230013L22Rik",99,102132
"ENSMUSG00000031505","Naxd",2387,69225
"ENSMUSG00000056228","Cars2",659,71941
"ENSMUSG00000045969","Ing1",2183,26356
"ENSMUSG00000031508","Ankrd10",1539,102334
"ENSMUSG00000031511","Arhgef7",5200,54126
"ENSMUSG00000000759","Tubgcp3",1887,259279
"ENSMUSG00000031441","Atp11a",20990,50770
"ENSMUSG00000085465","Gm15347",123,NA
"ENSMUSG00000031442","Mcf2l",4025,17207
"ENSMUSG00000031443","F7",871,14068
"ENSMUSG00000031444","F10",362,14058
"ENSMUSG00000031445","Proz",331,66901
"ENSMUSG00000038542","Pcid2",1022,234069
"ENSMUSG00000091784","Gm17022",33,NA
"ENSMUSG00000031446","Cul4a",3333,99375
"ENSMUSG00000031447","Lamp1",25021,16783
"ENSMUSG00000038515","Grtp1",703,66790
"ENSMUSG00000099338","2810030D12Rik",51,NA
"ENSMUSG00000031448","Adprhl1",83,234072
"ENSMUSG00000038506","Dcun1d2",998,102323
"ENSMUSG00000107531","E330037G11Rik",15,NA
"ENSMUSG00000107742","9530085L11Rik",76,NA
"ENSMUSG00000038497","Tmco3",1493,234076
"ENSMUSG00000038482","Tfdp1",1110,21781
"ENSMUSG00000038457","Tmem255b",29,272465
"ENSMUSG00000031451","Gas6",17389,14456
"ENSMUSG00000031453","Rasa3",2991,19414
"ENSMUSG00000090336","4932443I19Rik",105,NA
"ENSMUSG00000038416","Cdc16",1459,69957
"ENSMUSG00000038398","Upf3a",1521,67031
"ENSMUSG00000047710","Champ1",777,101994
"ENSMUSG00000031458","Coprs",149,66423
"ENSMUSG00000038365","Fbxo25",968,66822
"ENSMUSG00000050052","Tdrp",589,72148
"ENSMUSG00000051978","Erich1",430,234086
"ENSMUSG00000074461","Gm10699",33,NA
"ENSMUSG00000026317","Cln8",853,26889
"ENSMUSG00000071176","Arhgef10",2686,234094
"ENSMUSG00000055675","Kbtbd11",1699,74901
"ENSMUSG00000102615","Gm37844",54,NA
"ENSMUSG00000031461","Myom2",676,17930
"ENSMUSG00000060924","Csmd1",51,94109
"ENSMUSG00000039842","Mcph1",215,244329
"ENSMUSG00000031465","Angpt2",805,11601
"ENSMUSG00000031467","Agpat5",833,52123
"ENSMUSG00000081094","Rpl19-ps11",169,NA
"ENSMUSG00000087153","Gm6483",77,NA
"ENSMUSG00000110669","Gm10060",172,NA
"ENSMUSG00000110649","Gm40466",111,NA
"ENSMUSG00000110458","Gm21769",28,NA
"ENSMUSG00000096401","Gm21811",155,NA
"ENSMUSG00000071796","6820431F20Rik",338,NA
"ENSMUSG00000071793","2610005L07Rik",840,NA
"ENSMUSG00000095403","Gm21092",141,NA
"ENSMUSG00000093800","Gm20796",163,NA
"ENSMUSG00000006567","Atp7b",3546,11979
"ENSMUSG00000063362","Alg11",921,207958
"ENSMUSG00000037738","Nek5",556,330721
"ENSMUSG00000031478","Nek3",117,23954
"ENSMUSG00000037725","Ckap2",77,80986
"ENSMUSG00000031479","Vps36",2138,70160
"ENSMUSG00000031480","Thsd1",1739,56229
"ENSMUSG00000031482","Slc25a15",396,18408
"ENSMUSG00000031533","Mrps31",435,57312
"ENSMUSG00000031534","Smim19",800,102032
"ENSMUSG00000037656","Slc20a2",1070,20516
"ENSMUSG00000097042","Gm17491",206,NA
"ENSMUSG00000008892","Vdac3",2305,22335
"ENSMUSG00000031536","Polb",645,18970
"ENSMUSG00000031537","Ikbkb",2725,16150
"ENSMUSG00000031538","Plat",1578,18791
"ENSMUSG00000031539","Ap3m2",1010,64933
"ENSMUSG00000031540","Kat6a",7072,244349
"ENSMUSG00000031543","Ank1",322,11733
"ENSMUSG00000031545","Gpat4",2771,102247
"ENSMUSG00000031546","Gins4",727,109145
"ENSMUSG00000015341","Golga7",2559,57437
"ENSMUSG00000015341","Golga7",2559,628040
"ENSMUSG00000031548","Sfrp1",1007,20377
"ENSMUSG00000037492","Zmat4",39,320158
"ENSMUSG00000056313","Tcim",1465,69068
"ENSMUSG00000031551","Ido1",38,15930
"ENSMUSG00000031553","Adam3",39,11497
"ENSMUSG00000031554","Adam5",33,11499
"ENSMUSG00000031555","Adam9",8146,11502
"ENSMUSG00000031556","Tm2d2",1551,69742
"ENSMUSG00000037406","Htra4",73,330723
"ENSMUSG00000031557","Plekha2",3354,83436
"ENSMUSG00000110148","5830408C22Rik",86,NA
"ENSMUSG00000065954","Tacc1",9841,320165
"ENSMUSG00000031565","Fgfr1",2494,14182
"ENSMUSG00000037363","Letm2",134,270035
"ENSMUSG00000043794","D830025C05Rik",32,NA
"ENSMUSG00000054823","Nsd3",4477,234135
"ENSMUSG00000031570","Plpp5",667,71910
"ENSMUSG00000061313","Ddhd2",1174,72108
"ENSMUSG00000037316","Bag4",594,67384
"ENSMUSG00000037296","Lsm1",379,67207
"ENSMUSG00000031574","Star",204,20845
"ENSMUSG00000031575","Ash2l",1429,23808
"ENSMUSG00000037260","Hgsnat",1529,52120
"ENSMUSG00000037251","Pomk",445,74653
"ENSMUSG00000015994","Fnta",2483,14272
"ENSMUSG00000037234","Hook3",4921,320191
"ENSMUSG00000013878","Rnf170",678,77733
"ENSMUSG00000110317","Gm45250",82,NA
"ENSMUSG00000037214","Thap1",335,73754
"ENSMUSG00000085795","Zfp703",3529,353310
"ENSMUSG00000031483","Erlin2",2604,244373
"ENSMUSG00000031485","Plpbp",1741,114863
"ENSMUSG00000031486","Adgra2",3556,78560
"ENSMUSG00000031487","Brf2",365,66653
"ENSMUSG00000031488","Rab11fip1",7957,75767
"ENSMUSG00000031489","Adrb3",397,11556
"ENSMUSG00000109674","Gm45470",121,NA
"ENSMUSG00000031490","Eif4ebp1",888,13685
"ENSMUSG00000109953","5430430B14Rik",54,NA
"ENSMUSG00000097776","Gm26795",20,NA
"ENSMUSG00000063626","Unc5d",61,210801
"ENSMUSG00000110331","Nudc-ps1",119,NA
"ENSMUSG00000039661","Dusp26",35,66959
"ENSMUSG00000039328","Rnf122",464,68867
"ENSMUSG00000031577","Tti2",407,234138
"ENSMUSG00000031578","Mak16",511,67920
"ENSMUSG00000046152","Fut10",259,171167
"ENSMUSG00000062991","Nrg1",312,211323
"ENSMUSG00000062991","Nrg1",312,NA
"ENSMUSG00000097928","Gm26578",40,NA
"ENSMUSG00000031583","Wrn",1137,22427
"ENSMUSG00000049184","Purg",259,75029
"ENSMUSG00000009628","Tex15",359,104271
"ENSMUSG00000009630","Ppp2cb",4105,19053
"ENSMUSG00000052906","Ubxn8",1230,108159
"ENSMUSG00000031584","Gsr",2444,14782
"ENSMUSG00000031585","Gtf2e2",691,68153
"ENSMUSG00000031586","Rbpms",4770,19663
"ENSMUSG00000031516","Dctn6",2052,22428
"ENSMUSG00000031513","Leprotl1",2230,68192
"ENSMUSG00000031532","Saraf",5664,67887
"ENSMUSG00000031530","Dusp4",584,319520
"ENSMUSG00000031529","Tnks",3395,21951
"ENSMUSG00000046794","Ppp1r3b",491,244416
"ENSMUSG00000031527","Eri1",952,67276
"ENSMUSG00000097357","Gm16793",65,100504714
"ENSMUSG00000070056","Mfhas1",3200,52065
"ENSMUSG00000055976","Cldn23",237,71908
"ENSMUSG00000050271","Prag1",630,244418
"ENSMUSG00000109704","Gm38414",12,330738
"ENSMUSG00000039633","Lonrf1",827,244421
"ENSMUSG00000039620","6430573F11Rik",130,NA
"ENSMUSG00000031523","Dlc1",14677,50768
"ENSMUSG00000074384","AI429214",180,621080
"ENSMUSG00000039530","Tusc3",2264,80286
"ENSMUSG00000025044","Msr1",324,20288
"ENSMUSG00000039478","Micu3",419,78506
"ENSMUSG00000039470","Zdhhc2",278,70546
"ENSMUSG00000031601","Cnot7",1960,18983
"ENSMUSG00000031600","Vps37a",2176,52348
"ENSMUSG00000039431","Mtmr7",130,54384
"ENSMUSG00000031596","Slc7a2",3034,11988
"ENSMUSG00000031595","Pdgfrl",147,68797
"ENSMUSG00000045636","Mtus1",8866,102103
"ENSMUSG00000084960","B430010I23Rik",62,NA
"ENSMUSG00000086773","Gm16192",87,NA
"ENSMUSG00000031594","Fgl1",15,234199
"ENSMUSG00000031592","Pcm1",3658,18536
"ENSMUSG00000031591","Asah1",4165,11886
"ENSMUSG00000031590","Frg1",1001,14300
"ENSMUSG00000094568","Smarce1-ps1",14,NA
"ENSMUSG00000053038","Gm6180",36,NA
"ENSMUSG00000070047","Fat1",5098,14107
"ENSMUSG00000110231","Gm6329",26,622523
"ENSMUSG00000109764","Klkb1",20,16621
"ENSMUSG00000079057","Cyp4v3",1948,102294
"ENSMUSG00000070044","Fam149a",1362,212326
"ENSMUSG00000031639","Tlr3",1422,142980
"ENSMUSG00000031626","Sorbs2",725,234214
"ENSMUSG00000085440","Sorbs2os",22,319940
"ENSMUSG00000031636","Pdlim3",696,53318
"ENSMUSG00000071103","1700029J07Rik",273,NA
"ENSMUSG00000031634","Ufsp2",819,192169
"ENSMUSG00000050914","Ankrd37",219,654824
"ENSMUSG00000031637","Lrp2bp",63,67620
"ENSMUSG00000038291","Snx25",5480,102141
"ENSMUSG00000031631","Cfap97",1091,66756
"ENSMUSG00000086279","Gm15634",31,NA
"ENSMUSG00000031633","Slc25a4",6838,11739
"ENSMUSG00000018796","Acsl1",4801,14081
"ENSMUSG00000031629","Cenpu",47,71876
"ENSMUSG00000038225","Primpol",339,408022
"ENSMUSG00000031628","Casp3",733,12367
"ENSMUSG00000097534","Gm16675",135,100503498
"ENSMUSG00000031627","Irf2",3033,16363
"ENSMUSG00000038173","Enpp6",74,320981
"ENSMUSG00000110264","E330018M18Rik",39,NA
"ENSMUSG00000038143","Stox2",1000,71069
"ENSMUSG00000038102","Trappc11",2134,320714
"ENSMUSG00000031568","Rwdd4a",860,192174
