"gene1","module1","X88","X89","X90","X92","X93","X94","X97","X99","X101","X103","X104","X105","X108","X109","X110","Gene.name","EntrezID"
"ENSMUSG00000031340","blue",80,87,67,92,84,77,162,36,53,30,39,47,60,23,72,"Gabre","14404"
"ENSMUSG00000031200","blue",172,158,86,206,198,152,355,105,183,96,141,129,149,99,266,"Mtcp1","17763"
"ENSMUSG00000031216","blue",2295,2186,2537,2811,2439,1977,4435,1850,2732,1859,2022,1821,2916,1895,3045,"Stard8","236920"
"ENSMUSG00000031217","blue",4358,4072,4170,4282,3338,3085,6065,2972,4078,2022,2607,2337,5235,2773,4317,"Efnb1","13641"
"ENSMUSG00000019359","blue",56,77,79,39,71,22,41,29,38,13,22,29,59,21,21,"Gdpd2","71584"
"ENSMUSG00000049804","blue",2089,1473,1441,2999,2006,1854,3737,1126,2026,1696,1529,1753,1903,1171,2058,"Armcx4","100503043"
"ENSMUSG00000043384","blue",1266,1086,734,1122,885,768,1718,741,1227,751,764,771,1316,846,1511,"Gprasp1","67298"
"ENSMUSG00000025270","blue",2147,2225,1251,2619,1527,1775,5035,642,1649,1423,933,1008,1509,831,2118,"Alas2","11656"
"ENSMUSG00000040289","blue",1473,1343,1454,2309,1138,1353,2587,1335,2079,1011,982,888,2396,1059,1939,"Hey1","15213"
"ENSMUSG00000039304","blue",4235,3610,2352,5391,4296,3441,6834,2516,4463,4094,3205,3202,5040,2634,5602,"Tnfsf10","22035"
"ENSMUSG00000037211","blue",3243,2724,2870,3512,2930,2759,5351,2069,3440,2010,2155,2354,3840,2323,3933,"Spry1","24063"
"ENSMUSG00000044864","blue",3102,2376,2006,3115,2389,2078,4482,1888,3245,1949,1916,2040,3395,1974,3138,"Ankrd50","99696"
"ENSMUSG00000027796","blue",651,470,278,528,453,455,832,340,554,364,361,413,586,338,566,"Smad9","55994"
"ENSMUSG00000027820","blue",5210,4524,3181,5303,4420,4890,8256,3133,6050,3670,3573,3064,5982,4636,5928,"Mme","17380"
"ENSMUSG00000041842","blue",1038,860,821,1108,895,781,1745,602,1158,708,682,708,1079,788,1109,"Fhdc1","229474"
"ENSMUSG00000027954","blue",1762,1277,1799,2157,1452,1434,2753,1367,1941,1370,1132,1310,2185,1430,2319,"Efna1","13636"
"ENSMUSG00000046280","blue",2433,2103,1748,2301,1786,1645,4081,1647,2681,1510,1543,1482,3051,1660,2831,"She","214547"
"ENSMUSG00000027931","blue",4189,3772,3586,4106,3609,2813,6476,2457,3609,2135,2357,2333,4525,2585,4293,"Npr1","18160"
"ENSMUSG00000074457","blue",1815,1614,1901,2081,1702,1772,3113,1392,1900,1384,1365,1339,2410,1597,2331,"S100a16","67860"
"ENSMUSG00000056071","blue",374,115,1020,369,348,363,1539,187,241,307,241,226,360,199,378,"S100a9","20202"
"ENSMUSG00000005968","blue",709,518,517,465,560,423,809,397,536,335,402,419,779,389,617,"Tuft1","22156"
"ENSMUSG00000068874","blue",9514,8547,10561,10053,9748,8676,16617,7283,10219,7389,7833,7246,11969,9470,11707,"Selenbp1","20341"
"ENSMUSG00000015850","blue",1429,1305,1123,1418,1022,797,2186,940,1372,852,1095,1102,1735,1058,1899,"Adamtsl4","229595"
"ENSMUSG00000080727","blue",181,178,142,194,157,132,343,95,155,70,117,103,117,69,248,"C920021L13Rik","100042889"
"ENSMUSG00000038543","blue",1265,1118,1173,1388,978,1018,2048,1005,1384,823,831,813,1496,845,1671,"BC028528","229600"
"ENSMUSG00000057123","blue",1562,1304,1210,1550,911,1176,2587,1554,2472,1087,884,1095,2828,1093,2043,"Gja5","14613"
"ENSMUSG00000086564","blue",85,67,108,122,91,111,248,33,88,74,69,45,106,74,128,"Cd101","630146"
"ENSMUSG00000062778","blue",967,837,629,848,844,991,1608,598,1239,651,596,459,1431,656,1314,"Chia1","81600"
"ENSMUSG00000047959","blue",171,130,63,228,201,122,276,80,199,140,127,91,152,113,218,"Kcna3","16491"
"ENSMUSG00000056145","blue",626,561,468,686,628,456,1019,362,704,550,477,333,629,418,743,"AI504432","229694"
"ENSMUSG00000040724","blue",723,768,591,881,397,416,1036,383,680,335,356,240,746,387,749,"Kcna2","16490"
"ENSMUSG00000050947","blue",720,562,580,667,582,491,979,437,741,409,388,370,812,407,721,"Amigo1","229715"
"ENSMUSG00000045092","blue",6737,5774,6021,7115,5616,6659,12270,5991,7710,3877,5245,5014,9763,6369,8554,"S1pr1","13609"
"ENSMUSG00000028116","blue",385,274,278,440,182,391,635,223,506,182,185,249,360,190,673,"Myoz2","59006"
"ENSMUSG00000027978","blue",252,151,192,276,153,214,467,225,370,153,189,132,356,143,352,"Prss12","19142"
"ENSMUSG00000046561","blue",276,255,194,261,217,216,412,175,235,192,159,137,276,136,236,"Arsj","271970"
"ENSMUSG00000040253","blue",1819,2044,1514,2309,1676,1766,3050,1533,2608,1542,1209,1179,1622,1310,2396,"Gbp7","229900"
"ENSMUSG00000040264","blue",1017,1061,850,1111,870,943,1504,809,1270,800,638,708,867,735,1307,"Gbp2b","14468"
"ENSMUSG00000045573","blue",97,85,101,113,72,108,132,35,73,25,28,29,74,28,75,"Penk","18619"
"ENSMUSG00000028248","blue",2724,2601,1884,3221,2738,2134,4967,2027,2425,1850,2438,2424,2453,1900,3980,"Pnisr","66625"
"ENSMUSG00000028444","blue",108,127,140,118,127,133,219,55,123,78,66,59,101,72,149,"Cntfr","12804"
"ENSMUSG00000028475","blue",249,210,210,191,199,133,260,134,195,97,133,109,214,125,177,"Spaar","71406"
"ENSMUSG00000028476","blue",1520,1355,1110,1692,1267,1389,2745,1052,1636,1135,1091,927,1873,1194,2040,"Reck","53614"
"ENSMUSG00000028480","blue",650,558,591,485,391,337,699,437,580,445,402,437,884,431,672,"Glipr2","384009"
"ENSMUSG00000028347","blue",622,598,731,753,680,582,1261,439,796,520,483,497,879,520,860,"Tmeff1","230157"
"ENSMUSG00000003032","blue",5556,5287,5976,4275,4246,5767,11705,4773,7810,2483,3175,4102,7901,5215,8540,"Klf4","16600"
"ENSMUSG00000059810","blue",1303,1337,1393,1970,1537,1266,2464,978,1345,1211,1151,1174,1691,1020,1590,"Rgs3","50780"
"ENSMUSG00000008305","blue",1645,1353,1781,1844,1399,1387,2853,1244,1885,1058,1174,1053,2082,1519,1957,"Tle1","21885"
"ENSMUSG00000048706","blue",1614,1277,1315,1612,1324,1516,2384,980,1695,1106,1061,1191,1925,1175,1974,"Lurap1l","52829"
"ENSMUSG00000038007","blue",6221,5732,6476,9298,6131,7413,16467,5659,9409,4074,4415,3907,8923,4388,8390,"Acer2","230379"
"ENSMUSG00000006386","blue",9087,7824,7629,10492,7136,7364,13553,5135,7146,3921,3588,3506,9119,4019,7113,"Tek","21687"
"ENSMUSG00000052684","blue",8333,7422,7890,9316,7584,7311,14772,5816,8657,5162,5434,5530,9472,5544,9554,"Jun","16476"
"ENSMUSG00000035407","blue",901,658,489,536,505,494,1068,466,734,461,501,388,941,568,830,"Kank4","242553"
"ENSMUSG00000057722","blue",2715,2334,1853,2876,2076,2435,4176,1986,2767,1573,1416,1281,3002,1516,2822,"Lepr","16847"
"ENSMUSG00000028713","blue",17563,12782,14519,16204,10496,13062,27148,10232,15954,8991,9665,8801,18104,10356,17126,"Cyp4b1","13120"
"ENSMUSG00000046093","blue",197,160,149,367,307,255,444,95,116,178,154,145,134,121,244,"Hpcal4","170638"
"ENSMUSG00000028859","blue",407,287,877,734,492,478,1644,329,441,422,435,406,525,386,716,"Csf3r","12986"
"ENSMUSG00000028909","blue",1032,977,940,1517,1164,906,2311,509,775,653,695,680,1045,622,1096,"Ptpru","19273"
"ENSMUSG00000028906","blue",3146,2838,2782,4282,2975,2971,7151,2249,3540,2426,2380,2323,3258,2336,3877,"Epb41","269587"
"ENSMUSG00000028862","blue",456,392,639,386,296,340,854,485,469,284,483,347,544,470,548,"Map3k6","53608"
"ENSMUSG00000047281","blue",263,241,217,107,137,250,194,130,264,113,95,120,411,151,258,"Sfn","55948"
"ENSMUSG00000028832","blue",1329,1247,1355,1430,1353,1106,2099,978,1367,1000,936,821,1673,1006,1753,"Stmn1","16765"
"ENSMUSG00000037266","blue",9138,8467,8106,9081,8894,7785,16047,8456,9871,5240,7155,7277,11036,8714,13450,"Rsrp1","27981"
"ENSMUSG00000057530","blue",12943,10719,11043,15390,10270,10139,20527,8726,11710,8068,8262,8376,13930,8222,14319,"Ece1","230857"
"ENSMUSG00000060572","blue",744,597,709,665,531,531,1129,470,544,372,392,348,746,394,681,"Mfap2","17150"
"ENSMUSG00000028977","blue",2914,2375,2018,2944,2453,1772,4216,1628,2758,1821,1995,1786,2844,1534,2806,"Casz1","69743"
"ENSMUSG00000002944","blue",25910,22347,23820,31460,22726,20551,39036,15209,23014,14147,12744,14996,26264,14483,24445,"Cd36","12491"
"ENSMUSG00000042453","blue",326,276,211,403,285,309,623,248,351,195,210,187,315,182,365,"Reln","19699"
"ENSMUSG00000029168","blue",488,348,304,481,332,332,809,301,462,291,284,199,490,234,516,"Dpysl5","65254"
"ENSMUSG00000037379","blue",376,282,214,172,84,84,185,145,217,89,124,105,480,116,208,"Spon2","100689"
"ENSMUSG00000054252","blue",4053,3591,3184,3578,2957,2445,6516,3028,4720,2395,2742,2429,5222,3078,5216,"Fgfr3","14184"
"ENSMUSG00000029096","blue",424,397,412,503,268,347,579,274,403,244,232,244,450,242,515,"Htra3","78558"
"ENSMUSG00000051022","blue",503,430,431,652,490,450,812,254,296,244,224,316,383,293,421,"Hs3st1","15476"
"ENSMUSG00000048373","blue",288,188,283,289,215,317,479,157,256,162,171,186,277,196,289,"Fgfbp1","14181"
"ENSMUSG00000039706","blue",2294,1926,1867,1917,1715,1534,2947,1797,2278,1312,1255,1324,2900,1446,2423,"Ldb2","16826"
"ENSMUSG00000029090","blue",1727,1614,1244,1638,1239,1263,2818,1216,1943,1188,1123,1045,2323,1229,1997,"Adgra3","70693"
"ENSMUSG00000037999","blue",1712,1561,1563,2621,1604,1553,3423,1245,2023,1449,1352,1374,2232,1375,2286,"Arap2","212285"
"ENSMUSG00000054920","blue",6033,5033,4738,5674,4540,4215,8882,3823,5101,3482,3457,3119,6847,3467,5961,"Klhl5","71778"
"ENSMUSG00000029231","blue",5357,3862,2868,5183,3112,3269,7270,3278,4668,3092,3519,3118,5697,3731,4783,"Pdgfra","18595"
"ENSMUSG00000005672","blue",4524,3803,3529,5587,3591,4193,8144,2714,3376,2672,2321,2333,4220,2393,4135,"Kit","16590"
"ENSMUSG00000029238","blue",2724,2207,1537,2267,1505,1425,3229,1920,2980,1508,1729,1651,3441,1940,2580,"Clock","12753"
"ENSMUSG00000037605","blue",1710,1195,1220,1967,1255,1434,2710,1086,1454,957,957,780,1634,927,1692,"Adgrl3","319387"
"ENSMUSG00000029273","blue",569,471,478,531,409,452,1303,500,786,428,437,320,855,447,899,"Sult1d1","53315"
"ENSMUSG00000029371","blue",271,93,68,53,45,20,111,61,60,33,36,37,177,19,66,"Cxcl5","20311"
"ENSMUSG00000029334","blue",397,416,354,467,258,269,608,323,434,227,277,154,521,272,454,"Prkg2","19092"
"ENSMUSG00000029298","blue",2033,1922,1384,2526,1737,1933,3922,1992,2959,1643,1633,1495,2197,1535,2754,"Gbp9","236573"
"ENSMUSG00000079363","blue",3984,5345,3680,4661,3366,3828,6589,3756,6352,3153,2650,1817,3867,2338,4780,"Gbp4","17472"
"ENSMUSG00000029287","blue",2096,1827,1613,2517,1765,2002,4033,1597,2313,1644,1534,1471,2348,1797,2876,"Tgfbr3","21814"
"ENSMUSG00000042190","blue",2751,2668,1931,3253,1921,1677,3906,2229,3017,1901,2089,1917,3706,2107,2845,"Cmklr1","14747"
"ENSMUSG00000087516","blue",240,273,215,299,219,238,607,186,258,155,220,187,256,131,303,"Tbx3os1","100039542"
"ENSMUSG00000018604","blue",4999,4114,3854,5141,3565,3191,7962,3299,5661,3953,4009,3295,5941,3740,7312,"Tbx3","21386"
"ENSMUSG00000029455","blue",22831,19906,22940,23655,20405,19414,38045,18573,24106,15706,16693,15372,29074,19322,26803,"Aldh2","11669"
"ENSMUSG00000090086","blue",296,259,192,316,316,209,514,188,211,159,230,222,218,180,337,"AI480526","100675"
"ENSMUSG00000105881","blue",186,155,87,219,179,156,361,115,111,117,148,139,156,112,252,"4932422M17Rik","74366"
"ENSMUSG00000034310","blue",131,133,123,205,119,130,301,44,108,52,43,33,81,54,87,"Tmem132d","243274"
"ENSMUSG00000042985","blue",1532,956,802,1390,1121,1312,2419,1070,1714,841,708,496,1692,749,1745,"Upk3b","100647"
"ENSMUSG00000048988","blue",945,866,642,670,834,678,894,529,752,602,506,694,924,737,979,"Elfn1","243312"
