gene1	module1	X88	X89	X90	X92	X93	X94	X97	X99	X101	X103	X104	X105	X108	X109	X110	Gene.name	EntrezID
ENSMUSG00000052160	turquoise	616	519	591	567	661	586	1099	745	809	897	855	941	1001	1137	1211	Pld4	104759
ENSMUSG00000072812	turquoise	169	124	177	204	220	204	385	244	302	279	258	389	249	349	354	Ahnak2	100041194
ENSMUSG00000002799	turquoise	1529	1496	1222	1108	1367	844	2095	1610	2066	1400	1760	1774	2713	2353	2829	Jag2	16450
ENSMUSG00000006360	turquoise	1707	1287	1555	1359	1461	1565	2937	1805	2326	1940	2082	1740	2898	2539	2849	Crip1	12925
ENSMUSG00000095079	turquoise	6660	17242	12877	10018	12158	14014	41688	100544	63655	63604	50469	64094	64141	40712	125152	Igha	238447
ENSMUSG00000087642	turquoise	0	0	3	0	1	0	14	13	18	10	14	4	1	3	41	Ighe	380792
ENSMUSG00000076612	turquoise	250	262	132	112	292	320	2495	2284	1027	1844	970	1050	1562	1159	2053	Ighg2c	404711
ENSMUSG00000076613	turquoise	712	515	247	200	389	953	3298	5266	1520	2358	1828	1833	1805	2696	4511	Ighg2b	16016
ENSMUSG00000076614	turquoise	106	83	104	85	430	195	2089	1033	335	714	381	202	1483	456	798	Ighg1	16017
ENSMUSG00000076615	turquoise	318	106	390	109	214	437	1005	1720	363	527	214	360	790	878	950	Ighg3	380795
ENSMUSG00000076617	turquoise	1896	1300	861	2418	2628	2875	7877	2122	2812	6027	3530	5797	6496	2397	3886	Ighm	16019
ENSMUSG00000076618	turquoise	40	38	30	43	33	39	153	182	124	173	106	128	137	94	287	Ighj4	777656
ENSMUSG00000076619	turquoise	14	17	6	17	21	25	105	129	80	91	49	68	74	65	176	Ighj3	777655
ENSMUSG00000076620	turquoise	12	40	27	18	21	33	100	175	92	108	101	119	88	109	165	Ighj2	777654
ENSMUSG00000076621	turquoise	16	12	19	26	11	25	65	96	60	95	39	65	63	57	148	Ighj1	777648
ENSMUSG00000096464	turquoise	20	41	52	68	84	105	359	590	393	334	329	401	411	238	491	Ighv2-2	777686
ENSMUSG00000095612	turquoise	113	202	208	174	201	203	768	1170	742	913	660	564	814	571	1607	Ighv5-4	777688
ENSMUSG00000094164	turquoise	25	45	10	25	16	39	169	276	127	144	66	90	69	63	210	Ighv2-3	238412
ENSMUSG00000094951	turquoise	60	140	107	121	118	129	493	642	673	777	791	391	818	374	1011	Ighv5-6	777780
ENSMUSG00000095866	turquoise	5	8	4	2	3	6	28	43	64	35	12	16	26	10	23	Ighv2-4	668389
ENSMUSG00000095285	turquoise	36	61	59	57	71	92	296	401	320	363	572	192	359	257	502	Ighv5-9	544896
ENSMUSG00000096498	turquoise	14	11	27	15	14	29	52	70	39	77	30	105	34	26	45	Ighv2-5	638605
ENSMUSG00000095429	turquoise	157	287	240	197	226	261	968	1296	1160	1411	1981	821	1295	661	2389	Ighv5-12	668395
ENSMUSG00000096670	turquoise	55	90	83	68	79	82	431	710	411	701	335	347	490	151	770	Ighv2-6	630486
ENSMUSG00000095210	turquoise	87	180	120	147	163	130	566	805	859	633	990	443	1163	357	1045	Ighv5-9-1	641178
ENSMUSG00000103033	turquoise	7	12	5	17	11	14	62	59	50	92	62	57	97	33	105	Ighv5-12-4	628098
ENSMUSG00000076646	turquoise	50	112	87	79	84	128	397	928	441	781	327	435	609	167	939	Ighv2-6-8	791090
ENSMUSG00000094134	turquoise	11	13	17	6	20	27	39	76	102	69	42	20	127	28	323	Ighv5-15	780792
ENSMUSG00000095571	turquoise	37	39	40	20	58	40	98	204	275	197	74	50	323	65	727	Ighv5-17	780794
ENSMUSG00000096638	turquoise	45	159	142	72	216	178	477	965	686	570	183	588	778	341	1524	Ighv2-9	640046
ENSMUSG00000076665	turquoise	2	7	0	8	36	0	1	62	42	76	9	21	3	17	23	Ighv7-1	780799
ENSMUSG00000094509	turquoise	2	9	0	7	5	11	29	115	22	17	16	63	40	23	66	Ighv14-1	780801
ENSMUSG00000076655	turquoise	6	7	2	1	4	3	3	14	20	15	2	10	84	21	17	Ighv4-1	780802
ENSMUSG00000093838	turquoise	5	33	4	20	20	18	51	67	121	102	41	54	36	102	116	Ighv3-1	780803
ENSMUSG00000095583	turquoise	22	42	22	57	39	34	162	246	120	93	95	149	110	153	415	Ighv14-2	668421
ENSMUSG00000103271	turquoise	21	25	13	6	21	14	33	67	58	61	17	21	373	83	69	Ighv4-2	668423
ENSMUSG00000103297	turquoise	83	235	55	140	88	152	408	585	1163	753	368	506	290	907	1069	Ighv3-2	780817
ENSMUSG00000095642	turquoise	28	75	30	67	84	58	324	333	148	196	101	189	237	374	622	Ighv14-3	238418
ENSMUSG00000096805	turquoise	18	43	20	10	30	32	101	199	211	97	35	137	251	124	144	Ighv9-1	195180
ENSMUSG00000096459	turquoise	162	99	66	46	70	109	237	475	594	327	220	784	446	493	513	Ighv9-3	780825
ENSMUSG00000076666	turquoise	2	8	3	6	9	21	24	73	14	38	13	78	45	48	55	Ighv14-4	629826
ENSMUSG00000076672	turquoise	38	89	30	50	63	124	178	1203	364	394	134	518	246	145	770	Ighv3-6	780829
ENSMUSG00000094322	turquoise	5	6	4	1	4	7	9	32	106	18	10	25	35	62	97	Ighv9-4	636260
ENSMUSG00000076674	turquoise	88	19	24	23	12	17	59	165	204	169	28	111	194	41	203	Ighv3-8	780831
ENSMUSG00000076676	turquoise	3	1	3	5	4	6	24	34	5	1	30	7	34	10	3	Ighv12-3	435321
ENSMUSG00000076677	turquoise	25	65	49	29	31	65	132	144	223	344	91	212	295	213	176	Ighv6-3	629845
ENSMUSG00000076680	turquoise	2	25	21	11	17	28	55	64	120	116	33	99	52	64	77	Ighv6-6	238427
ENSMUSG00000087582	turquoise	0	2	0	0	0	0	0	123	0	3	0	0	0	1	0	Ighv6-7	432701
ENSMUSG00000095981	turquoise	32	26	22	13	8	10	35	95	27	121	56	47	112	21	63	Ighv10-1	380808
ENSMUSG00000095442	turquoise	16	22	15	12	28	40	51	229	115	150	145	469	181	50	235	Ighv1-4	432702
ENSMUSG00000096499	turquoise	14	67	17	19	13	26	98	453	104	116	171	70	114	43	175	Ighv1-5	668469
ENSMUSG00000095700	turquoise	16	26	18	11	8	7	20	105	24	125	45	40	119	16	35	Ighv10-3	380809
ENSMUSG00000095200	turquoise	16	33	24	27	27	46	37	219	111	130	162	417	132	47	240	Ighv1-7	668474
ENSMUSG00000094694	turquoise	6	19	12	6	15	34	77	60	301	195	18	78	178	83	283	Ighv1-9	668478
ENSMUSG00000102888	turquoise	0	2	1	1	4	3	5	4	21	46	5	7	21	4	2	Ighv1-11	629859
ENSMUSG00000104422	turquoise	12	63	27	23	46	43	97	151	145	176	441	137	213	58	243	Ighv1-14	629863
ENSMUSG00000076695	turquoise	12	25	23	13	26	17	59	261	41	95	20	158	119	73	118	Ighv1-18	629871
ENSMUSG00000096410	turquoise	0	0	0	0	8	2	43	18	3	11	4	9	8	2	12	Ighv1-19	382692
ENSMUSG00000102654	turquoise	5	12	8	3	13	12	33	89	28	53	18	73	80	24	90	Ighv1-21	668499
ENSMUSG00000094561	turquoise	6	22	15	8	18	32	53	227	64	123	26	179	106	35	238	Ighv1-22	780883
ENSMUSG00000094546	turquoise	13	27	18	15	29	17	110	233	67	101	29	134	177	87	172	Ighv1-26	629884
ENSMUSG00000093955	turquoise	11	25	27	8	21	42	45	452	61	204	39	194	143	58	136	Ighv1-34	628614
ENSMUSG00000095923	turquoise	2	9	14	3	1	0	81	88	131	55	10	103	13	38	166	Ighv1-37	668517
ENSMUSG00000102364	turquoise	12	26	26	51	10	65	99	187	302	172	72	75	103	75	201	Ighv8-5	640506
ENSMUSG00000095204	turquoise	5	14	6	3	6	5	20	44	28	44	6	24	41	33	49	Ighv1-52	382696
ENSMUSG00000093894	turquoise	4	26	8	15	26	20	112	103	40	66	35	76	138	65	176	Ighv1-53	780931
ENSMUSG00000094787	turquoise	15	67	34	28	22	30	122	282	80	199	52	117	133	120	208	Ighv1-54	211331
ENSMUSG00000095589	turquoise	5	33	8	8	5	7	37	47	39	41	15	23	47	36	57	Ighv1-55	780932
ENSMUSG00000104452	turquoise	17	43	19	24	26	65	139	192	141	220	129	101	178	45	340	Ighv8-8	780938
ENSMUSG00000095889	turquoise	1	5	2	8	1	6	12	45	53	91	20	17	106	106	69	Ighv1-58	780939
ENSMUSG00000102765	turquoise	8	19	7	12	14	17	27	48	19	75	5	27	50	38	59	Ighv1-62	668542
ENSMUSG00000096767	turquoise	0	3	1	0	4	9	30	38	14	24	3	9	14	4	47	Ighv1-62-3	668549
ENSMUSG00000096672	turquoise	7	10	9	6	13	4	29	152	27	27	12	39	35	4	34	Ighv1-63	780956
ENSMUSG00000094088	turquoise	6	19	11	14	15	18	94	93	31	44	40	97	99	36	134	Ighv1-64	380823
ENSMUSG00000095170	turquoise	23	83	26	41	52	31	309	145	212	772	292	644	180	104	223	Ighv8-11	636462
ENSMUSG00000095519	turquoise	18	30	11	22	29	35	112	87	103	153	62	161	130	181	246	Ighv1-66	380824
ENSMUSG00000095863	turquoise	1	5	10	11	4	28	12	79	32	48	14	10	63	11	146	Ighv1-67	435328
ENSMUSG00000094502	turquoise	4	6	5	11	7	9	53	109	35	42	22	12	57	21	89	Ighv1-69	619833
ENSMUSG00000076731	turquoise	49	115	54	64	55	52	603	906	456	332	139	132	444	396	735	Ighv8-12	780960
ENSMUSG00000106601	turquoise	6	21	6	4	12	10	22	36	35	55	8	9	85	87	105	Ighv1-70	638634
ENSMUSG00000096577	turquoise	1	1	7	2	3	14	6	40	6	30	8	6	9	9	21	Ighv1-71	619886
ENSMUSG00000096074	turquoise	4	15	9	4	22	34	36	98	54	61	29	31	83	12	137	Ighv1-72	619916
ENSMUSG00000106599	turquoise	1	0	0	0	2	0	5	31	5	2	11	3	17	2	7	Ighv1-73	668577
ENSMUSG00000094124	turquoise	8	14	11	8	19	7	53	72	16	41	54	37	54	41	116	Ighv1-74	100775173
ENSMUSG00000096452	turquoise	14	21	17	4	21	21	80	218	76	161	177	90	35	106	190	Ighv1-77	619994
ENSMUSG00000096326	turquoise	15	18	27	18	32	10	39	250	51	45	162	75	27	35	130	Ighv1-78	213570
ENSMUSG00000094075	turquoise	92	77	22	44	34	43	197	573	546	403	218	253	147	291	609	Ighv1-80	668589
ENSMUSG00000094689	turquoise	22	8	41	19	11	5	91	162	60	156	67	34	41	167	375	Ighv1-81	668591
ENSMUSG00000095127	turquoise	27	48	14	13	20	18	93	290	255	157	88	143	85	134	353	Ighv1-82	100775175
ENSMUSG00000105757	turquoise	1	5	4	2	9	7	16	36	17	30	20	33	27	16	50	Ighv1-83	620140
ENSMUSG00000096150	turquoise	0	3	3	3	2	6	20	21	19	20	36	17	30	12	21	Ighv1-85	668597
ENSMUSG00000022181	turquoise	795	777	820	730	986	649	984	1093	1106	1104	1158	1523	1464	1659	1611	C6	12274
ENSMUSG00000079105	turquoise	4758	4754	3241	5280	4108	3852	8059	6407	7111	5670	7029	4514	8228	7153	11671	C7	109828
ENSMUSG00000039942	turquoise	144	112	98	192	165	172	313	215	242	311	208	221	227	272	398	Ptger4	19219
ENSMUSG00000022150	turquoise	1498	1373	1070	1521	1465	1225	2592	2143	2398	2101	2067	2532	2727	2848	3601	Dab2	13132
ENSMUSG00000003882	turquoise	299	250	221	516	325	411	744	687	560	659	633	757	781	815	822	Il7r	16197
ENSMUSG00000045763	turquoise	352	290	268	284	383	237	504	664	594	542	463	679	925	695	844	Basp1	70350
ENSMUSG00000022265	turquoise	654	605	518	762	677	851	1482	946	1117	1011	903	1043	1226	1143	1530	Ank	11732
ENSMUSG00000022262	turquoise	1052	869	733	1128	1163	887	2502	1175	1943	1514	1254	1542	1847	1411	2564	Dnah5	110082
ENSMUSG00000039168	turquoise	1450	1301	1635	1698	1640	1305	2555	1906	2135	1966	1878	2029	2666	2584	2707	Dap	223453
ENSMUSG00000022231	turquoise	1177	1084	749	1464	1213	1193	2866	1744	2317	1835	1766	1927	1987	2018	2760	Sema5a	20356
ENSMUSG00000022297	turquoise	837	755	815	1358	1186	951	2024	1134	1447	1499	1441	1646	1679	1659	1966	Fzd6	14368
ENSMUSG00000054196	turquoise	63	63	83	77	100	93	153	105	170	115	122	194	149	210	215	Cthrc1	68588
ENSMUSG00000022305	turquoise	499	371	368	498	595	420	719	864	739	815	789	1127	890	1381	1016	Lrp12	239393
ENSMUSG00000022371	turquoise	1468	1348	1033	1615	1411	1597	2992	1913	2742	2064	2132	2046	2501	2502	3473	Col14a1	12818
ENSMUSG00000022358	turquoise	694	463	603	986	832	927	1413	891	918	1051	952	1344	923	1140	1299	Fbxo32	67731
ENSMUSG00000022351	turquoise	793	793	868	842	987	818	1625	1127	1225	1126	1115	1433	1878	1655	1567	Sqle	20775
ENSMUSG00000022372	turquoise	598	494	652	771	759	683	1234	887	907	981	1186	1008	1120	1621	1186	Sla	20491
ENSMUSG00000005125	turquoise	851	606	802	726	841	687	1282	1333	1307	1150	1212	1562	1516	1847	1927	Ndrg1	17988
ENSMUSG00000022587	turquoise	8562	6703	7496	8292	7148	6780	15389	10676	14154	10529	9793	9896	14924	10715	18181	Ly6e	17069
ENSMUSG00000016552	turquoise	56	47	58	89	79	76	148	167	150	143	141	142	122	189	154	Foxred2	239554
ENSMUSG00000071715	turquoise	280	204	247	301	282	258	571	398	345	421	381	467	500	490	527	Ncf4	17972
ENSMUSG00000071714	turquoise	573	500	449	533	704	603	1123	1142	932	1083	1170	1612	1223	1968	1508	Csf2rb2	12984
ENSMUSG00000071713	turquoise	1326	1016	1159	1195	1723	1307	2467	2438	1806	2249	2187	3288	2549	3855	3082	Csf2rb	12983
ENSMUSG00000033287	turquoise	474	427	379	499	459	438	787	609	732	615	700	762	993	869	1015	Kctd17	72844
ENSMUSG00000022440	turquoise	135	159	140	183	183	150	278	292	270	252	253	283	308	337	391	C1qtnf6	72709
ENSMUSG00000033220	turquoise	701	532	669	1057	834	981	1768	971	879	1182	1023	1028	1106	1090	1213	Rac2	19354
ENSMUSG00000018008	turquoise	1063	880	1086	1232	1210	1067	2167	1684	1478	1688	1710	1928	1959	2190	2185	Cyth4	72318
ENSMUSG00000068220	turquoise	1342	1134	1254	1174	1274	1425	2385	2297	2325	2248	2078	2594	2993	3098	2999	Lgals1	16852
ENSMUSG00000042622	turquoise	654	563	686	581	662	817	1272	1003	970	598	747	934	1271	1067	1506	Maff	17133
ENSMUSG00000022415	turquoise	218	222	226	313	346	261	506	361	370	347	353	494	414	552	450	Syngr1	20972
ENSMUSG00000022389	turquoise	2879	2525	3044	5385	6035	5814	10922	4359	5949	6029	5582	5899	4748	6473	9707	Tef	21685
ENSMUSG00000022435	turquoise	6	4	2	5	3	4	20	12	41	30	36	22	50	35	59	Upk3a	22270
ENSMUSG00000022382	turquoise	74	81	55	63	87	130	138	159	182	152	147	169	205	161	235	Wnt7b	22422
ENSMUSG00000022385	turquoise	20	36	38	21	35	42	53	82	83	77	60	77	96	65	110	Gtse1	29870
ENSMUSG00000035891	turquoise	1063	1042	1027	1113	961	971	2063	1690	1726	1096	1153	1397	2092	1808	1890	Cerk	223753
ENSMUSG00000029875	turquoise	82	99	88	78	47	42	165	156	260	81	150	85	348	131	185	Ccdc184	239650
ENSMUSG00000037280	turquoise	254	204	244	402	350	350	630	561	445	603	571	640	554	801	627	Galnt6	207839
ENSMUSG00000046834	turquoise	18	4	9	11	8	35	17	19	19	46	32	40	36	58	22	Krt1	16678
ENSMUSG00000022488	turquoise	1174	955	886	1409	1209	1176	2510	1796	1652	1845	1750	2228	1932	2444	2421	Nckap1l	105855
ENSMUSG00000022500	turquoise	1774	1363	1563	1446	1417	1454	2546	2621	2299	1801	1776	2554	3258	3117	3247	Litaf	56722
ENSMUSG00000071637	turquoise	1432	1396	1473	1915	1545	1724	2935	2415	2255	1182	1982	2128	3109	3112	2669	Cebpd	12609
ENSMUSG00000105906	turquoise	104	227	167	264	142	151	543	1094	1077	571	413	417	1325	808	1617	Iglc1	110785
ENSMUSG00000105547	turquoise	55	22	28	125	72	87	155	122	73	147	125	81	96	51	135	Iglc3	110787
ENSMUSG00000076934	turquoise	101	247	179	229	170	173	557	1302	1386	778	645	698	1592	959	1984	Iglv1	16142
ENSMUSG00000076937	turquoise	155	95	152	205	173	225	1057	968	381	491	713	430	456	337	730	Iglc2	110786
ENSMUSG00000076939	turquoise	22	24	35	45	34	42	697	264	132	111	330	62	69	124	229	Iglv3	404743
ENSMUSG00000076940	turquoise	40	14	34	31	34	56	148	391	85	70	94	146	151	102	154	Iglv2	110612
ENSMUSG00000043008	turquoise	206	178	233	405	317	335	648	368	326	393	465	473	447	482	498	Klhl6	239743
ENSMUSG00000013089	turquoise	2839	2974	2955	4243	4545	3066	5261	2790	3688	4016	3884	4620	4402	4353	4924	Etv5	104156
ENSMUSG00000060459	turquoise	6	13	34	36	44	8	18	76	58	61	43	56	80	84	106	Kng2	385643
ENSMUSG00000022875	turquoise	0	1	1	1	1	0	4	25	9	17	13	9	13	6	21	Kng1	16644
ENSMUSG00000022887	turquoise	57	34	47	42	43	45	95	98	155	106	120	151	135	115	143	Masp1	17174
ENSMUSG00000079625	turquoise	5	1	3	3	5	7	10	77	18	41	48	88	38	71	34	Tm4sf19	277203
ENSMUSG00000103847	turquoise	5	9	10	8	8	5	11	57	17	45	41	68	41	68	26	Gm20056	100504089
ENSMUSG00000079620	turquoise	529	524	489	592	1048	425	1437	1097	1305	1339	1179	1442	1343	1132	2222	Muc4	140474
ENSMUSG00000022840	turquoise	529	647	638	866	657	501	1507	880	1243	782	901	922	1294	1049	1496	Adcy5	224129
ENSMUSG00000022816	turquoise	2274	1848	1794	2163	1933	2360	3631	3700	4094	3746	3343	4601	5131	4911	4935	Fstl1	14314
ENSMUSG00000002847	turquoise	48	33	42	54	31	50	129	182	130	183	146	263	129	182	206	Pla1a	85031
ENSMUSG00000052459	turquoise	3549	3143	3016	3857	3745	3248	6409	4713	5284	4252	4205	5027	6128	6102	6566	Atp6v1a	11964
ENSMUSG00000022667	turquoise	154	157	103	171	158	132	271	300	277	320	305	398	357	509	368	Cd200r1	57781
ENSMUSG00000062082	turquoise	140	120	139	138	187	133	216	252	244	314	305	317	339	457	328	Cd200r4	239849
ENSMUSG00000090176	turquoise	0	2	7	1	3	5	2	9	2	12	8	34	2	25	13	Cd200r2	271375
ENSMUSG00000022665	turquoise	532	503	505	545	599	580	1187	1057	1172	1056	994	1190	1355	1287	1327	Ccdc80	67896
ENSMUSG00000022661	turquoise	1579	1460	1541	1844	1864	1623	3202	2391	2602	2540	2576	3200	3113	3458	3747	Cd200	17470
ENSMUSG00000022659	turquoise	61	53	50	49	44	45	90	104	93	70	103	109	119	142	173	Gcsam	14525
ENSMUSG00000061100	turquoise	466	363	1080	484	1160	637	996	1304	1314	1505	835	1442	1949	1344	1764	Retnla	57262
ENSMUSG00000043336	turquoise	2074	1926	1647	2187	1886	2141	3958	2574	3625	2214	2076	2539	3978	2975	4680	Filip1l	78749
ENSMUSG00000052504	turquoise	150	97	97	213	99	130	264	186	239	203	194	223	250	257	349	Epha3	13837
ENSMUSG00000052516	turquoise	540	526	382	710	650	688	1225	1372	1327	1301	1248	1551	1286	2117	1778	Robo2	268902
ENSMUSG00000053062	turquoise	1354	1238	1061	1550	1289	1228	2657	1636	2131	1651	1618	1971	2379	2436	2792	Jam2	67374
ENSMUSG00000022893	turquoise	2585	2815	2680	3234	3316	3822	7482	3833	4252	2764	3470	5953	4257	5070	6370	Adamts1	11504
ENSMUSG00000022951	turquoise	879	833	747	826	783	745	1398	1482	1466	982	1158	1314	1695	1524	1829	Rcan1	54720
ENSMUSG00000074892	turquoise	1	3	0	1	1	5	8	23	14	12	4	23	20	22	11	B3galt5	93961
ENSMUSG00000040605	turquoise	367	345	356	457	296	318	670	540	669	475	524	534	826	686	884	Bace2	56175
ENSMUSG00000000386	turquoise	81	54	39	130	53	62	101	109	114	149	137	156	130	127	162	Mx1	17857
ENSMUSG00000023830	turquoise	3037	2572	2122	3249	2947	2253	4967	3545	4236	3305	3303	4467	4414	4244	5690	Igf2r	16004
ENSMUSG00000023885	turquoise	96	79	74	124	90	133	161	144	150	149	133	278	162	193	206	Thbs2	21826
ENSMUSG00000036820	turquoise	249	201	332	363	418	363	592	360	339	453	385	453	493	549	585	Amdhd2	245847
ENSMUSG00000024130	turquoise	12966	12905	13011	18480	19742	12256	23508	14572	18748	15047	16038	18710	20110	20045	20265	Abca3	27410
ENSMUSG00000075705	turquoise	1271	1157	1841	1637	1802	1508	2773	1783	1644	1770	1806	1922	2405	2576	2533	Msrb1	27361
ENSMUSG00000024173	turquoise	7	8	20	0	11	15	26	214	161	232	302	215	169	288	234	Tpsab1	100503895
ENSMUSG00000033825	turquoise	59	51	77	26	28	75	151	1307	812	1209	1264	1056	964	1700	1522	Tpsb2	17229
ENSMUSG00000033200	turquoise	2	0	0	0	1	0	8	27	10	37	35	43	20	34	64	Tpsg1	26945
ENSMUSG00000024112	turquoise	51	59	66	70	106	40	144	150	165	120	131	161	162	131	200	Cacna1h	58226
ENSMUSG00000040276	turquoise	28	29	19	67	49	57	112	57	59	97	94	104	61	99	68	Pacsin1	23969
ENSMUSG00000038677	turquoise	162	131	104	84	79	63	142	176	146	111	127	191	204	206	248	Scube3	268935
ENSMUSG00000023067	turquoise	3536	2621	3222	1390	1450	1862	3294	4825	5395	2688	3324	3220	6843	4231	5308	Cdkn1a	12575
ENSMUSG00000024030	turquoise	3047	2737	2659	3251	3562	2981	4982	3153	3786	3983	3749	4136	4618	6092	5232	Abcg1	11307
ENSMUSG00000024300	turquoise	993	746	940	1070	1228	1029	1986	1465	1316	1631	1479	1708	1616	2128	1867	Myo1f	17916
ENSMUSG00000002289	turquoise	663	568	928	941	410	645	1509	965	1214	586	765	773	1462	1134	1228	Angptl4	57875
ENSMUSG00000060586	turquoise	3524	3356	3395	4887	4381	4115	7070	5659	6092	5597	5134	6274	6863	6162	7266	H2-Eb1	14969
ENSMUSG00000067341	turquoise	17	33	37	70	83	41	84	90	80	82	77	109	60	91	120	H2-Eb2	381091
ENSMUSG00000073418	turquoise	5220	3945	3717	4756	4054	4475	12177	10393	11160	9830	10184	10810	11850	11711	16563	C4b	12268
ENSMUSG00000015451	turquoise	187	170	93	159	155	174	503	413	415	389	428	406	462	505	597	C4a	625018
ENSMUSG00000024371	turquoise	387	275	231	419	279	299	796	534	633	446	452	371	633	427	863	C2	12263
ENSMUSG00000016283	turquoise	51	61	72	79	92	82	178	391	207	431	379	695	292	464	462	H2-M2	14990
ENSMUSG00000023913	turquoise	303	293	422	507	483	382	859	750	615	666	596	894	678	879	937	Pla2g7	27226
ENSMUSG00000071068	turquoise	92	83	85	188	136	143	315	199	147	236	191	223	193	260	187	Treml2	328833
ENSMUSG00000023992	turquoise	119	115	148	128	206	189	368	871	438	791	737	1072	753	1270	796	Trem2	83433
ENSMUSG00000039316	turquoise	683	577	603	763	707	573	1224	921	926	972	857	1026	1117	1186	1195	Rftn1	76438
ENSMUSG00000037095	turquoise	1084	1363	2510	1979	3834	1373	2479	3333	2750	3556	3387	4959	3684	4959	4088	Lrg1	76905
ENSMUSG00000044469	turquoise	48	45	63	93	120	41	97	116	82	112	138	145	121	160	166	Tnfaip8l1	66443
ENSMUSG00000039481	turquoise	87	76	149	167	158	161	388	171	267	229	200	174	246	225	273	Nrtn	18188
ENSMUSG00000024164	turquoise	18096	13087	11836	18745	14611	14698	40868	23142	26964	21723	20035	21292	29270	24588	34855	C3	12266
ENSMUSG00000004730	turquoise	608	490	481	617	644	538	1076	927	884	979	921	1225	1136	1369	1439	Adgre1	13733
ENSMUSG00000024059	turquoise	922	939	1066	1157	1296	1219	1939	1489	1615	1566	1480	1830	1832	1796	2185	Clip4	78785
ENSMUSG00000054469	turquoise	1131	808	709	1098	906	892	1928	1368	1598	1363	1205	1589	1889	1719	2023	Lclat1	225010
ENSMUSG00000063889	turquoise	418	384	352	303	264	336	577	540	641	269	309	450	733	646	936	Crem	12916
ENSMUSG00000036103	turquoise	3826	3187	2989	3856	3282	3886	7120	5624	6661	5206	5067	4590	7044	6260	7594	Colec12	140792
ENSMUSG00000042834	turquoise	941	883	885	1454	1244	1463	2245	1520	1735	1559	1715	1640	1808	1919	2641	Nrep	27528
ENSMUSG00000024353	turquoise	80	91	82	106	95	113	329	397	257	280	209	259	324	154	517	Mzb1	69816
ENSMUSG00000051439	turquoise	602	616	903	796	1039	556	1286	963	937	993	741	1106	1376	1142	1385	Cd14	12475
ENSMUSG00000045498	turquoise	66	84	65	67	69	56	160	105	127	153	125	142	172	137	239	Pcdhb3	93874
ENSMUSG00000045062	turquoise	82	39	58	79	72	64	229	102	153	139	172	218	177	173	296	Pcdhb7	93878
ENSMUSG00000051242	turquoise	281	235	242	282	244	313	563	715	787	625	644	710	874	859	910	Pcdhb9	93880
ENSMUSG00000102543	turquoise	64	43	56	59	109	58	102	95	104	119	103	136	76	144	133	Pcdhgc5	93708
ENSMUSG00000052102	turquoise	341	254	261	318	319	276	605	439	540	493	457	503	626	697	755	Gnpda1	26384
ENSMUSG00000024501	turquoise	1854	1383	1064	1527	1137	1206	2529	1747	2429	1667	1805	1710	3049	2135	3046	Dpysl3	22240
ENSMUSG00000024480	turquoise	632	559	581	563	565	507	993	798	928	749	673	869	1199	1001	1203	Ap3s1	11777
ENSMUSG00000062210	turquoise	391	330	344	442	337	381	802	568	633	530	452	567	770	793	851	Tnfaip8	106869
ENSMUSG00000024529	turquoise	1136	1100	1104	858	549	513	1544	1886	1648	983	1380	1748	2457	2074	1775	Lox	16948
ENSMUSG00000024534	turquoise	51	48	69	100	63	94	138	136	107	129	177	183	213	334	310	Sncaip	67847
ENSMUSG00000024538	turquoise	1698	1490	1745	1944	1876	1880	3346	2898	2895	2460	2714	3052	3712	3529	4053	Ppic	19038
ENSMUSG00000024600	turquoise	85	55	57	99	56	98	133	285	152	248	169	285	155	225	268	Slc27a6	225579
ENSMUSG00000058152	turquoise	64	42	43	79	78	67	119	117	134	128	84	182	115	146	161	Chsy3	78923
ENSMUSG00000024621	turquoise	2992	2580	2597	3244	2872	2753	6327	3748	4705	3968	4121	4298	5012	4638	5913	Csf1r	12978
ENSMUSG00000041482	turquoise	1211	1064	890	1822	1306	960	2611	1362	2112	1408	1741	1718	2118	1745	2842	Piezo2	667742
ENSMUSG00000032845	turquoise	18	22	16	34	26	47	37	60	66	75	48	88	57	75	102	Alpk2	225638
ENSMUSG00000032688	turquoise	617	589	693	839	1073	753	1294	1090	979	1210	1109	1487	1241	1380	1300	Malt1	240354
ENSMUSG00000001473	turquoise	883	824	848	702	952	756	1327	1106	1081	984	1002	1184	1644	1413	1695	Tubb6	67951
ENSMUSG00000059336	turquoise	32	30	48	111	58	53	109	310	81	269	315	432	217	597	398	Slc14a1	108052
ENSMUSG00000024900	turquoise	3005	2450	2647	4814	3340	3330	7553	3812	5151	3958	3748	4049	4175	4548	6282	Cpt1a	12894
ENSMUSG00000001750	turquoise	1441	1249	1197	1429	1481	1227	2864	2148	1558	1874	2165	2638	2115	2696	2798	Tcirg1	27060
ENSMUSG00000036908	turquoise	1617	1391	1341	1886	1695	1524	3072	2103	2164	2347	2181	2463	2732	2630	3396	Unc93b1	54445
ENSMUSG00000061451	turquoise	243	235	261	350	319	244	624	466	572	451	452	520	607	618	607	Tmem151a	381199
ENSMUSG00000024661	turquoise	42077	34414	40205	41694	39551	37143	74202	57062	55354	53887	51861	63198	69661	79201	70536	Fth1	14319
ENSMUSG00000024663	turquoise	220	226	180	227	229	208	379	352	401	364	338	426	481	473	564	Rab3il1	74760
ENSMUSG00000024737	turquoise	745	656	698	849	830	684	1320	1107	927	1177	1247	1484	1313	1879	1478	Slc15a3	65221
